id,gef_id,longitude,latitude,project_location_id
193,3395,29.910168,15.906036,906001153063_366755
194,3395,28.160168,-29.603622,906001153063_932692
195,3395,28.410168,-14.426614,906001153063_895949
196,3395,32.410168,1.159544,906001153063_226074
197,3395,-10.756501,10.741309,906001153063_2420477
198,3395,33.910168,-13.592956,906001153063_927384
199,3395,38.910168,14.906477,906001153063_338010
200,3395,-5.589831,7.908708,906001153063_2287781
201,3422,29.910168,-2.090493,906001153065_49518
202,3635,104.910168,12.907264,906001153067_1831722
203,2357,29.910168,-3.590606,906001153069_433561
204,3432,18.410168,-12.59259,906001153071_3351879
205,5848,119.910168,-5.090779,906001153073_1643084
206,2732,52.910168,31.893819,906001153077_130758
207,3460,-61.423161,15.40626,906001153081_3575830
208,3468,78.910168,21.902676,906001153091_1269750
209,3475,-88.839831,17.155439,906001153093_3582678
210,3481,-15.089831,11.907611,906001153097_2372248
211,3486,-56.089831,3.909353,906001153103_3382998
212,3487,-77.339831,18.071638,906001153105_3489940
213,3488,172.894168,1.330538,906001153107_4030945
214,3489,158.910168,-8.091312,906001153109_2103350
215,3491,-61.289831,12.990564,906001153113_3577815
216,3492,166.843168,-0.607441,906001153115_2110425
217,3493,177.910168,-18.094994,906001153117_2205218
218,3494,-62.839831,17.238727,906001153119_3575174
219,3497,-59.623161,13.073873,906001153121_3374084
220,3500,-61.056501,13.790261,906001153125_3576468
221,3502,166.910168,-16.094007,906001153129_2134431
222,3503,146.910168,-6.090929,906001153131_2088628
223,3504,179.054948,-8.608619,906001153133_2110297
224,3505,72.910168,3.109429,906001153135_1282028
225,3506,10.410168,1.609526,906001153137_2309096
226,3509,-61.089831,10.907929,906001153141_3573591
227,3510,-11.589831,8.408596,906001153143_2403846
228,3511,6.910168,0.909551,906001153145_2410758
229,3512,-61.756501,12.024242,906001153147_3580239
230,3516,-59.089831,4.909233,906001153149_3378535
231,3529,42.410168,11.740996,906001153151_223816
232,3884,-1.756501,12.407441,906001153153_2361809
233,3587,-79.589831,21.902676,906001153157_3562981
234,3578,-79.589831,21.902676,906001153159_3562981
235,3483,104.910168,34.890155,906001153161_1814991
236,3628,35.910168,30.894924,906001153167_248816
237,3628,2.910168,27.897923,906001153167_2589581
238,3628,47.410168,15.40626,906001153167_69543
239,3628,52.910168,31.893819,906001153167_130758
240,3628,-6.089831,31.893819,906001153167_2542007
241,3628,8.910168,33.891438,906001153167_2464461
242,3628,29.910168,26.898825,906001153167_357994
243,3427,104.910168,12.907264,906001153169_1831722
244,3774,19.160168,42.62772,906001153177_3194884
245,2184,23.910168,-29.103126,906001153179_953987
246,2184,32.410168,1.159544,906001153179_226074
247,2184,-1.289832,8.008686,906001153179_2300660
248,2184,-6.089831,31.893819,906001153179_2542007
249,4806,-89.006501,13.740281,906001153181_3585968
250,4806,29.910168,-2.090493,906001153181_49518
251,4806,80.660168,7.658761,906001153181_1227603
252,4806,-2.089831,17.905055,906001153181_2453866
253,4806,8.910168,17.905055,906001153181_2440476
254,4806,37.910168,0.909551,906001153181_192950
255,2929,-70.756501,18.904514,906001153183_3508796
256,2929,-72.506501,18.904514,906001153183_3723988
257,2139,34.910168,-6.090929,906001153187_149590
258,2139,29.910168,-3.590606,906001153187_433561
259,2139,29.910168,-2.090493,906001153187_49518
260,2139,32.410168,1.159544,906001153187_226074
261,2052,34.910168,-6.090929,906001153191_149590
262,2052,23.910168,-29.103126,906001153191_953987
263,2052,29.660168,-19.095539,906001153191_878675
264,2052,34.910168,-18.345127,906001153191_1036973
265,2052,33.910168,-13.592956,906001153191_927384
266,2052,31.410168,-26.600828,906001153191_934841
267,2052,28.160168,-29.603622,906001153191_932692
268,2052,28.410168,-14.426614,906001153191_895949
269,4235,56.910168,20.903326,906001153193_286963
270,4235,-172.22316,-13.893072,906001153193_4034894
271,4235,72.910168,3.109429,906001153193_1282028
272,4235,104.910168,45.87086,906001153193_2029969
273,4235,47.410168,15.40626,906001153193_69543
274,4235,70.910168,38.884338,906001153193_1220409
275,4235,2.910168,27.897923,906001153193_2589581
276,4235,-59.089831,4.909233,906001153193_3378535
277,4235,125.660168,-8.924835,906001153193_1966436
278,4235,42.410168,11.740996,906001153193_223816
279,4235,55.576838,-4.674055,906001153193_241170
280,4235,57.493498,-20.3963,906001153193_934292
281,4235,166.910168,-16.094007,906001153193_2134431
282,4235,-70.756501,18.904514,906001153193_3508796
283,4235,16.910168,27.897923,906001153193_2215636
284,4235,-72.506501,18.904514,906001153193_3723988
285,4235,179.054948,-8.608619,906001153193_2110297
286,4235,-56.089831,-33.10747,906001153193_3439705
287,4235,69.910168,29.895975,906001153193_1168579
288,4235,-61.289831,12.990564,906001153193_3577815
289,4235,52.910168,31.893819,906001153193_130758
290,4235,-2.089831,17.905055,906001153193_2453866
291,4235,-62.839831,17.238727,906001153193_3575174
292,4235,-61.889831,16.955538,906001153193_3576396
293,4235,-79.589831,21.902676,906001153193_3562981
294,4235,158.910168,-8.091312,906001153193_2103350
295,4235,-59.623161,13.073873,906001153193_3374084
296,4235,44.355698,-12.325828,906001153193_921929
297,4235,-61.089831,10.907929,906001153193_3573591
298,4235,-56.089831,3.909353,906001153193_3382998
299,4235,23.910168,-29.103126,906001153193_953987
300,4235,89.910168,23.90126,906001153193_1210997
301,4235,44.910168,24.900492,906001153193_102358
302,4235,166.843168,-0.607441,906001153193_2110425
303,4235,37.910168,34.890155,906001153193_163843
304,4235,59.576838,39.633113,906001153193_1218197
305,4235,34.660168,31.394379,906001153193_294640
306,4235,-61.756501,12.024242,906001153193_3580239
307,4235,-61.056501,13.790261,906001153193_3576468
308,4235,0.993498,8.575227,906001153193_2363686
309,4235,50.460168,25.932982,906001153193_290291
310,4235,35.910168,30.894924,906001153193_248816
311,4235,65.910168,32.892658,906001153193_1149361
312,4235,-61.423161,15.40626,906001153193_3575830
313,4235,-10.589831,20.153789,906001153193_2378080
314,4235,-24.089831,15.906036,906001153193_3374766
315,4235,29.910168,26.898825,906001153193_357994
316,4235,-8.089832,52.85126,906001153193_2963597
317,4235,-77.461051,24.941279,906001153193_3572887
318,4235,54.410168,23.651446,906001153193_290557
319,4235,-6.089831,31.893819,906001153193_2542007
320,4235,-77.339831,18.071638,906001153193_3489940
321,4235,16.910168,-22.097388,906001153193_3355338
322,4235,28.160168,-29.603622,906001153193_932692
323,4235,146.910168,-6.090929,906001153193_2088628
324,4235,103.710168,1.27621,906001153193_1880251
325,4235,-15.089831,11.907611,906001153193_2372248
326,4235,177.910168,-18.094994,906001153193_2205218
327,4235,-18.089831,64.789182,906001153193_2629691
328,4235,51.160168,25.400091,906001153193_289688
329,4235,43.910168,32.892658,906001153193_99237
330,4235,14.343498,35.805592,906001153193_2562770
331,4235,63.743498,41.546433,906001153193_1512440
332,4235,18.910168,14.906477,906001153193_2434508
333,4235,29.910168,-3.590606,906001153193_433561
334,4235,8.910168,17.905055,906001153193_2440476
335,4235,8.910168,33.891438,906001153193_2464461
336,4235,67.910168,47.866013,906001153193_1522867
337,4235,-175.08983,-20.096118,906001153193_4032283
338,4235,-88.839831,17.155439,906001153193_3582678
339,4235,6.910168,0.909551,906001153193_2410758
340,4382,-84.089831,9.908218,906001153199_3624060
341,4778,19.910168,40.880965,906001153201_783754
342,3818,12.356468,43.812049,906001153203_3168068
343,3818,-1.756501,12.407441,906001153203_2361809
344,3818,43.410068,41.879126,906001153203_614540
345,3818,-5.589831,7.908708,906001153203_2287781
346,3818,-11.589831,8.408596,906001153203_2403846
347,3818,23.910168,-29.103126,906001153203_953987
348,3818,172.894168,1.330538,906001153203_4030945
349,3818,-71.089831,-30.104131,906001153203_3895114
350,3818,-55.089831,-10.091807,906001153203_3469034
351,3818,179.054948,-8.608619,906001153203_2110297
352,3818,16.910168,-22.097388,906001153203_3355338
353,3818,-15.589831,13.407079,906001153203_2413451
354,3818,-73.339831,3.909353,906001153203_3686110
355,3818,16.910168,27.897923,906001153203_2215636
356,3818,104.910168,45.87086,906001153203_2029969
357,3818,2.910168,27.897923,906001153203_2589581
358,3818,54.410168,23.651446,906001153203_290557
359,3818,-61.289831,12.990564,906001153203_3577815
360,3818,2.160168,9.408351,906001153203_2395170
361,3818,65.910168,32.892658,906001153203_1149361
362,3818,35.910168,30.894924,906001153203_248816
363,3818,-102.08983,22.901988,906001153203_3996063
364,3818,52.910168,31.893819,906001153203_130758
365,3818,29.910168,15.906036,906001153203_366755
366,3818,57.493498,-20.3963,906001153203_934292
367,3818,-61.423161,15.40626,906001153203_3575830
368,3818,67.910168,47.866013,906001153203_1522867
369,3818,166.843168,-0.607441,906001153203_2110425
370,3818,125.660168,-8.924835,906001153203_1966436
371,3818,55.576838,-4.674055,906001153203_241170
372,3818,15.410168,-1.090452,906001153203_2260494
373,3818,8.910168,33.891438,906001153203_2464461
374,3818,42.410168,11.740996,906001153203_223816
375,3818,47.660168,29.396481,906001153203_285570
376,3818,28.160168,-29.603622,906001153203_932692
377,3818,37.910168,34.890155,906001153203_163843
378,3818,-64.089831,-34.108698,906001153203_3865483
379,3818,44.910168,40.13227,906001153203_174982
380,3818,-61.089831,10.907929,906001153203_3573591
381,3818,20.370148,44.692409,906001153203_6290252
382,3818,-14.339831,14.406685,906001153203_2245662
383,3818,126.910168,39.882694,906001153203_1873107
384,3818,51.160168,25.400091,906001153203_289688
385,3818,-79.589831,21.902676,906001153203_3562981
386,3818,19.910168,40.880965,906001153203_783754
387,3818,56.910168,20.903326,906001153203_286963
388,3818,39.410168,8.908477,906001153203_337996
389,3818,-77.461051,24.941279,906001153203_3572887
390,3818,7.910168,9.908218,906001153203_2328926
391,3818,47.410168,40.381841,906001153203_587116
392,3818,158.910168,-8.091312,906001153203_2103350
393,3818,-61.056501,13.790261,906001153203_3576468
394,3818,89.910168,23.90126,906001153203_1210997
395,3818,127.660168,36.388108,906001153203_1835841
396,3818,-2.089831,17.905055,906001153203_2453866
397,3818,6.910168,0.909551,906001153203_2410758
398,3818,29.910168,26.898825,906001153203_357994
399,3818,31.410168,-26.600828,906001153203_934841
400,3818,114.576838,4.409296,906001153203_1820814
401,3818,-61.756501,12.024242,906001153203_3580239
402,3818,29.910168,-2.090493,906001153203_49518
403,3818,74.910168,41.380067,906001153203_1527747
404,3818,47.910168,5.909086,906001153203_51537
405,3818,-66.089831,7.908708,906001153203_3625428
406,3818,-175.08983,-20.096118,906001153203_4032283
407,3818,29.910168,-3.590606,906001153203_433561
408,3818,103.710168,1.27621,906001153203_1880251
409,3818,34.910168,-18.345127,906001153203_1036973
410,3818,-172.22316,-13.893072,906001153203_4034894
411,3818,35.743498,33.724975,906001153203_272103
412,3818,-72.506501,18.904514,906001153203_3723988
413,3818,-15.089831,11.907611,906001153203_2372248
414,3818,44.355698,-12.325828,906001153203_921929
415,3818,63.743498,41.546433,906001153203_1512440
416,3818,43.910168,32.892658,906001153203_99237
417,3818,17.743498,44.124698,906001153203_3277605
418,3818,8.910168,17.905055,906001153203_2440476
419,3818,-90.339831,15.40626,906001153203_3595528
420,3818,19.160168,42.62772,906001153203_3194884
421,3818,-61.889831,16.955538,906001153203_3576396
422,3818,-62.839831,17.238727,906001153203_3575174
423,3818,50.460168,25.932982,906001153203_290291
424,3818,0.993498,8.575227,906001153203_2363686
425,3818,28.493498,47.117892,906001153203_617790
426,3818,-6.089831,31.893819,906001153203_2542007
427,3818,44.910168,24.900492,906001153203_102358
428,3818,90.410168,27.39838,906001153203_1252634
429,3818,29.910168,7.408813,906001153203_7909807
430,3818,-77.339831,18.071638,906001153203_3489940
431,3818,1.493498,42.428106,906001153203_3041565
432,3818,-59.623161,13.073873,906001153203_3374084
433,3818,-10.589831,20.153789,906001153203_2378080
434,3818,-75.339831,-10.091807,906001153203_3932488
435,3818,23.910168,-22.097388,906001153203_933860
436,3818,34.660168,31.394379,906001153203_294640
437,3818,177.910168,-18.094994,906001153203_2205218
438,3818,-24.089831,15.906036,906001153203_3374766
439,3818,-56.089831,-33.10747,906001153203_3439705
440,3818,33.910168,-13.592956,906001153203_927384
441,3818,47.410168,15.40626,906001153203_69543
442,3818,29.660168,-19.095539,906001153203_878675
443,3818,28.410168,-14.426614,906001153203_895949
444,3818,95.910168,20.903326,906001153203_1327865
445,3818,11.660168,-1.090452,906001153203_2400553
446,3818,121.910168,12.907264,906001153203_1694008
447,3818,166.910168,-16.094007,906001153203_2134431
448,3818,80.660168,7.658761,906001153203_1227603
449,3818,21.660168,41.546433,906001153203_718075
450,3818,38.910168,14.906477,906001153203_338010
451,3818,70.910168,38.884338,906001153203_1220409
452,3818,72.910168,3.109429,906001153203_1282028
453,3818,59.576838,39.633113,906001153203_1218197
454,3818,104.910168,34.890155,906001153203_1814991
455,3818,-88.839831,17.155439,906001153203_3582678
456,3818,-9.589832,6.409002,906001153203_2275384
457,3818,-65.089831,-17.094484,906001153203_3923057
458,3818,10.410168,1.609526,906001153203_2309096
459,3818,-1.289832,8.008686,906001153203_2300660
460,3818,-10.756501,10.741309,906001153203_2420477
461,3818,12.410168,5.909086,906001153203_2233387
462,3818,18.910168,14.906477,906001153203_2434508
463,3818,78.910168,21.902676,906001153203_1269750
464,3818,119.910168,-5.090779,906001153203_1643084
465,3818,104.910168,17.905055,906001153203_1655842
466,3818,46.910168,-20.096118,906001153203_1062947
467,3818,83.910168,27.897923,906001153203_1282988
468,3818,-85.089831,12.907264,906001153203_3617476
469,3818,69.910168,29.895975,906001153203_1168579
470,3818,-80.089831,8.908477,906001153203_3703430
471,3818,146.910168,-6.090929,906001153203_2088628
472,3818,112.410168,2.409482,906001153203_1733045
473,3818,-58.089831,-23.43165,906001153203_3437598
474,3818,-56.089831,3.909353,906001153203_3382998
475,3818,34.910168,-6.090929,906001153203_149590
476,3818,100.910168,15.40626,906001153203_1605651
477,3818,32.410168,1.159544,906001153203_226074
478,3818,107.743498,16.072629,906001153203_1562822
479,3818,104.910168,12.907264,906001153203_1831722
480,3818,20.910168,6.908911,906001153203_239880
481,3818,-84.089831,9.908218,906001153203_3624060
482,3818,-70.756501,18.904514,906001153203_3508796
483,3818,-89.006501,13.740281,906001153203_3585968
484,3818,-78.339831,-1.340459,906001153203_3658394
485,3818,-59.089831,4.909233,906001153203_3378535
486,3818,23.410168,-2.590524,906001153203_203312
487,3818,-86.589831,14.906477,906001153203_3608932
488,3818,37.910168,0.909551,906001153203_192950
489,3660,52.910168,31.893819,906001153207_130758
490,3660,-2.089831,17.905055,906001153207_2453866
491,3660,-6.089831,31.893819,906001153207_2542007
492,3660,-1.756501,12.407441,906001153207_2361809
493,3660,-64.089831,-34.108698,906001153207_3865483
494,3660,2.160168,9.408351,906001153207_2395170
495,3660,74.910168,41.380067,906001153207_1527747
496,5663,-175.08983,-20.096118,906001153211_4032283
497,3449,-55.089831,-10.091807,906001153217_3469034
498,3449,-2.089831,17.905055,906001153217_2453866
499,3449,107.743498,16.072629,906001153217_1562822
500,3449,78.910168,21.902676,906001153217_1269750
501,3449,100.910168,15.40626,906001153217_1605651
502,3449,7.910168,9.908218,906001153217_2328926
503,3449,-14.339831,14.406685,906001153217_2245662
504,3449,104.910168,34.890155,906001153217_1814991
505,3449,8.910168,17.905055,906001153217_2440476
506,3449,37.910168,0.909551,906001153217_192950
507,2354,67.910168,47.866013,906001153219_1522867
508,5700,104.910168,45.87086,906001153221_2029969
509,3392,32.410168,1.159544,906001153223_226074
510,3060,31.910168,48.863385,906001153225_690791
511,3060,-56.089831,-33.10747,906001153225_3439705
512,3060,-75.339831,-10.091807,906001153225_3932488
513,3060,35.743498,33.724975,906001153225_272103
514,3060,-71.089831,-30.104131,906001153225_3895114
515,3060,-80.089831,8.908477,906001153225_3703430
516,3060,126.910168,39.882694,906001153225_1873107
517,3060,70.910168,38.884338,906001153225_1220409
518,3060,-89.006501,13.740281,906001153225_3585968
519,3060,-90.339831,15.40626,906001153225_3595528
520,3060,-65.089831,-17.094484,906001153225_3923057
521,3060,99.910168,59.821416,906001153225_2017370
522,3060,121.910168,12.907264,906001153225_1694008
523,3060,21.660168,41.546433,906001153225_718075
524,3060,47.410168,40.381841,906001153225_587116
525,3060,107.743498,16.072629,906001153225_1562822
526,3060,47.410168,15.40626,906001153225_69543
527,3060,44.910168,40.13227,906001153225_174982
528,3060,104.910168,17.905055,906001153225_1655842
529,3060,-73.339831,3.909353,906001153225_3686110
530,3060,104.910168,34.890155,906001153225_1814991
531,3060,-86.589831,14.906477,906001153225_3608932
532,3060,104.910168,45.87086,906001153225_2029969
533,3060,63.743498,41.546433,906001153225_1512440
534,3060,59.576838,39.633113,906001153225_1218197
535,3060,52.910168,31.893819,906001153225_130758
536,3060,15.410168,45.039401,906001153225_3202326
537,3060,-85.089831,12.907264,906001153225_3617476
538,3060,114.576838,4.409296,906001153225_1820814
539,3060,-66.089831,7.908708,906001153225_3625428
540,3060,112.410168,2.409482,906001153225_1733045
541,3060,-78.339831,-1.340459,906001153225_3658394
542,3060,67.910168,47.866013,906001153225_1522867
543,3060,69.910168,29.895975,906001153225_1168579
544,3060,74.910168,41.380067,906001153225_1527747
545,3060,28.493498,47.117892,906001153225_617790
546,3060,83.910168,27.897923,906001153225_1282988
547,3060,-64.089831,-34.108698,906001153225_3865483
548,3060,119.910168,-5.090779,906001153225_1643084
549,3060,100.910168,15.40626,906001153225_1605651
550,3060,37.910168,34.890155,906001153225_163843
551,3060,-77.461051,24.941279,906001153225_3572887
552,3060,80.660168,7.658761,906001153225_1227603
553,3060,95.910168,20.903326,906001153225_1327865
554,3060,25.160168,42.544551,906001153225_732800
555,3060,-55.089831,-10.091807,906001153225_3469034
556,3060,17.743498,44.124698,906001153225_3277605
557,3060,-84.089831,9.908218,906001153225_3624060
558,3060,43.410068,41.879126,906001153225_614540
559,3060,-58.089831,-23.43165,906001153225_3437598
560,3060,19.910168,40.880965,906001153225_783754
561,3060,35.910168,30.894924,906001153225_248816
562,3060,78.910168,21.902676,906001153225_1269750
563,3060,27.910168,52.85126,906001153225_630336
564,3060,24.910168,45.87086,906001153225_798549
565,3036,158.910168,-8.091312,906001153229_2103350
566,3036,146.910168,-6.090929,906001153229_2088628
567,3036,-88.839831,17.155439,906001153229_3582678
568,3036,-59.089831,4.909233,906001153229_3378535
569,3036,-79.589831,21.902676,906001153229_3562981
570,3036,104.910168,12.907264,906001153229_1831722
571,3036,-59.623161,13.073873,906001153229_3374084
572,3036,65.910168,32.892658,906001153229_1149361
573,3036,-56.089831,3.909353,906001153229_3382998
