id,gef_id,longitude,latitude,project_location_id
1462,9211,28.410168,-14.426614,906001218430_895949
1463,9211,34.910168,-6.090929,906001218430_149590
1464,9111,112.410168,2.409482,906001218432_1733045
1465,6990,17.743498,44.124698,906001218434_3277605
1466,5886,74.910168,41.380067,906001218436_1527747
1467,5886,70.910168,38.884338,906001218436_1220409
1468,5886,63.743498,41.546433,906001218436_1512440
1469,5886,67.910168,47.866013,906001218436_1522867
1470,5882,11.660168,-1.090452,906001218438_2400553
1471,5880,46.910168,-20.096118,906001218440_1062947
1472,5880,23.910168,-22.097388,906001218440_933860
1473,5880,34.910168,-6.090929,906001218440_149590
1474,5880,-78.339831,-1.340459,906001218440_3658394
1475,5880,-65.089831,-17.094484,906001218440_3923057
1476,5880,-58.089831,-23.43165,906001218440_3437598
1477,5880,-89.006501,13.740281,906001218440_3585968
1478,5880,-56.089831,3.909353,906001218440_3382998
1479,5880,-77.339831,18.071638,906001218440_3489940
1480,5880,12.410168,5.909086,906001218440_2233387
1481,5880,32.410168,1.159544,906001218440_226074
1482,5880,-73.339831,3.909353,906001218440_3686110
1483,5880,-55.089831,-10.091807,906001218440_3469034
1484,5880,33.910168,-13.592956,906001218440_927384
1485,5880,23.910168,-29.103126,906001218440_953987
1486,5880,34.910168,-18.345127,906001218440_1036973
1487,5880,-10.589831,20.153789,906001218440_2378080
1488,5880,-5.589831,7.908708,906001218440_2287781
1489,5880,-90.339831,15.40626,906001218440_3595528
1490,5880,-86.589831,14.906477,906001218440_3608932
1491,5880,-75.339831,-10.091807,906001218440_3932488
1492,5880,37.910168,0.909551,906001218440_192950
1493,5880,-102.08983,22.901988,906001218440_3996063
1494,5880,-88.839831,17.155439,906001218440_3582678
1495,5880,-15.089831,11.907611,906001218440_2372248
1496,5880,-70.756501,18.904514,906001218440_3508796
1497,5880,-80.089831,8.908477,906001218440_3703430
1498,5880,-84.089831,9.908218,906001218440_3624060
1499,5846,-59.089831,4.909233,906001218442_3378535
1500,5826,121.910168,12.907264,906001218444_1694008
1501,5820,-64.089831,-34.108698,906001218446_3865483
1502,5810,46.910168,-20.096118,906001218448_1062947
1503,5808,2.910168,27.897923,906001218450_2589581
1504,5784,46.910168,-20.096118,906001218454_1062947
1505,4338,121.910168,12.907264,906001218456_1694008
1506,5776,104.910168,34.890155,906001218458_1814991
1507,5776,-55.089831,-10.091807,906001218458_3469034
1508,5774,-61.089831,10.907929,906001218460_3573591
1509,5774,-62.839831,17.238727,906001218460_3575174
1510,5774,-59.641481,13.071734,906001218460_3374084
1511,5774,-77.339831,18.071638,906001218460_3489940
1512,5774,-61.889831,16.955538,906001218460_3576396
1513,5774,-59.089831,4.909233,906001218460_3378535
1514,5774,-61.756501,12.024242,906001218460_3580239
1515,5774,-61.056501,13.790261,906001218460_3576468
1516,5761,-61.423161,15.40626,906001218462_3575830
1517,5744,-77.461051,24.941279,906001218466_3572887
1518,5738,-102.08983,22.901988,906001218468_3996063
1519,5735,34.910168,-18.345127,906001218470_1036973
1520,5735,47.410168,15.40626,906001218470_69543
1521,5735,29.660168,-19.095539,906001218470_878675
1522,5735,95.910168,20.903326,906001218470_1327865
1523,5735,-55.089831,-10.091807,906001218470_3469034
1524,5735,104.910168,12.907264,906001218470_1831722
1525,5735,104.910168,34.890155,906001218470_1814991
1526,5735,104.910168,17.905055,906001218470_1655842
1527,5735,29.910168,-3.590606,906001218470_433561
1528,5735,100.910168,15.40626,906001218470_1605651
1529,5735,39.410168,8.908477,906001218470_337996
1530,5735,23.410168,-2.590524,906001218470_203312
1531,5735,37.910168,0.909551,906001218470_192950
1532,5735,34.910168,-6.090929,906001218470_149590
1533,5735,107.743498,16.072629,906001218470_1562822
1534,5735,-58.089831,-23.43165,906001218470_3437598
1535,5735,38.910168,14.906477,906001218470_338010
1536,5735,29.910168,-2.090493,906001218470_49518
1537,5735,-65.089831,-17.094484,906001218470_3923057
1538,5735,32.410168,1.159544,906001218470_226074
1539,5735,29.910168,7.408813,906001218470_7909807
1540,5735,33.910168,-13.592956,906001218470_927384
1541,5735,28.410168,-14.426614,906001218470_895949
1542,5731,29.910168,15.906036,906001218472_366755
1543,5731,-78.339831,-1.340459,906001218472_3658394
1544,5731,19.910168,40.880965,906001218472_783754
1545,5731,23.910168,-22.097388,906001218472_933860
1546,5731,78.910168,21.902676,906001218472_1269750
1547,5731,23.910168,-29.103126,906001218472_953987
1548,5731,104.910168,45.87086,906001218472_2029969
1549,5731,67.910168,47.866013,906001218472_1522867
1550,5731,29.910168,-2.090493,906001218472_49518
1551,5731,-70.756501,18.904514,906001218472_3508796
1552,5731,29.910168,26.898825,906001218472_357994
1553,5731,27.910168,52.85126,906001218472_630336
1554,5731,-73.339831,3.909353,906001218472_3686110
1555,5731,37.910168,0.909551,906001218472_192950
1556,5731,70.910168,38.884338,906001218472_1220409
1557,5731,95.910168,20.903326,906001218472_1327865
1558,5731,55.576838,-4.674055,906001218472_241170
1559,5731,-86.589831,14.906477,906001218472_3608932
1560,5731,35.910168,30.894924,906001218472_248816
1561,5731,-56.089831,-33.10747,906001218472_3439705
1562,5731,44.355698,-12.325828,906001218472_921929
1563,5731,39.410168,8.908477,906001218472_337996
1564,5731,-172.22316,-13.893072,906001218472_4034894
1565,5731,-80.089831,8.908477,906001218472_3703430
1566,5730,34.910168,-18.345127,906001218474_1036973
1567,5730,32.410168,1.159544,906001218474_226074
1568,5730,-1.289832,8.008686,906001218474_2300660
1569,5726,100.910168,15.40626,906001218476_1605651
1570,5720,80.660168,7.658761,906001218480_1227603
1571,5712,-9.589832,6.409002,906001218482_2275384
1572,5692,112.410168,2.409482,906001218484_1733045
1573,5688,23.910168,-29.103126,906001218486_953987
1574,5688,-65.089831,-17.094484,906001218486_3923057
1575,5688,15.410168,45.039401,906001218486_3202326
1576,5688,38.910168,14.906477,906001218486_338010
1577,5688,29.910168,26.898825,906001218486_357994
1578,5688,29.910168,-3.590606,906001218486_433561
1579,5688,20.370148,44.692409,906001218486_6290252
1580,5688,19.910168,40.880965,906001218486_783754
1581,5688,21.660168,41.546433,906001218486_718075
1582,5688,-2.089831,17.905055,906001218486_2453866
1583,5688,43.410068,41.879126,906001218486_614540
1584,5688,15.410168,-1.090452,906001218486_2260494
1585,5688,-56.089831,-33.10747,906001218486_3439705
1586,5688,-6.089831,31.893819,906001218486_2542007
1587,5688,-5.589831,7.908708,906001218486_2287781
1588,5688,119.910168,-5.090779,906001218486_1643084
1589,5688,-85.089831,12.907264,906001218486_3617476
1590,5688,172.894168,1.330538,906001218486_4030945
1591,5688,34.910168,-6.090929,906001218486_149590
1592,5688,18.410168,-12.59259,906001218486_3351879
1593,5688,33.910168,-13.592956,906001218486_927384
1594,5688,27.910168,52.85126,906001218486_630336
1595,5688,28.410168,-14.426614,906001218486_895949
1596,5688,-61.089831,10.907929,906001218486_3573591
1597,5688,-61.423161,15.40626,906001218486_3575830
1598,5688,-77.339831,18.071638,906001218486_3489940
1599,5688,-77.461051,24.941279,906001218486_3572887
1600,5688,29.910168,-2.090493,906001218486_49518
1601,5688,-59.641481,13.071734,906001218486_3374084
1602,5688,69.910168,29.895975,906001218486_1168579
1603,5688,29.660168,-19.095539,906001218486_878675
1604,5688,23.910168,-22.097388,906001218486_933860
1605,5688,-73.339831,3.909353,906001218486_3686110
1606,5688,-102.08983,22.901988,906001218486_3996063
1607,5688,47.410168,40.381841,906001218486_587116
1608,5688,32.410168,1.159544,906001218486_226074
1609,5688,59.576838,39.633113,906001218486_1218197
1610,5688,104.910168,45.87086,906001218486_2029969
1611,5688,12.410168,5.909086,906001218486_2233387
1612,5688,70.910168,38.884338,906001218486_1220409
1613,5688,37.910168,0.909551,906001218486_192950
1614,5688,95.910168,20.903326,906001218486_1327865
1615,5688,80.660168,7.658761,906001218486_1227603
1616,5688,-55.089831,-10.091807,906001218486_3469034
1617,5688,31.910168,48.863385,906001218486_690791
1618,5688,16.910168,-22.097388,906001218486_3355338
1619,5688,34.910168,38.884338,906001218486_298795
1620,5688,42.410168,11.740996,906001218486_223816
1621,5688,-89.006501,13.740281,906001218486_3585968
1622,5688,177.910168,-18.094994,906001218486_2205218
1623,5688,-15.089831,11.907611,906001218486_2372248
1624,5688,-172.22316,-13.893072,906001218486_4034894
1625,5688,-56.089831,3.909353,906001218486_3382998
1626,5688,74.910168,41.380067,906001218486_1527747
1627,5688,34.910168,-18.345127,906001218486_1036973
1628,5688,72.910168,3.109429,906001218486_1282028
1629,5688,158.910168,-8.091312,906001218486_2103350
1630,5688,-24.089831,15.906036,906001218486_3374766
1631,5688,55.576838,-4.674055,906001218486_241170
1632,5688,67.910168,47.866013,906001218486_1522867
1633,5688,104.910168,34.890155,906001218486_1814991
1634,5688,17.743498,44.124698,906001218486_3277605
1635,5688,11.660168,-1.090452,906001218486_2400553
1636,5688,-15.589831,13.407079,906001218486_2413451
1637,5688,100.910168,15.40626,906001218486_1605651
1638,5688,44.910168,40.13227,906001218486_174982
1639,5688,65.910168,32.892658,906001218486_1149361
1640,5688,89.910168,23.90126,906001218486_1210997
1641,5688,-58.089831,-23.43165,906001218486_3437598
1642,5688,146.910168,-6.090929,906001218486_2088628
1643,5688,19.160168,42.62772,906001218486_3194884
1644,5688,-61.756501,12.024242,906001218486_3580239
1645,5665,104.910168,34.890155,906001218488_1814991
1646,5657,34.910168,38.884338,906001218490_298795
1647,5653,107.743498,16.072629,906001218492_1562822
1648,5639,-10.589831,20.153789,906001218494_2378080
1649,5634,-175.08983,-20.096118,906001218496_4032283
1650,5634,179.054948,-8.608619,906001218496_2110297
1651,5634,166.910168,-16.094007,906001218496_2134431
1652,5634,-172.22316,-13.893072,906001218496_4034894
1653,5634,146.910168,-6.090929,906001218496_2088628
1654,5634,158.910168,-8.091312,906001218496_2103350
1655,5634,166.843168,-0.607441,906001218496_2110425
1656,5634,172.894168,1.330538,906001218496_4030945
1657,5634,177.910168,-18.094994,906001218496_2205218
1658,5626,37.910168,0.909551,906001218498_192950
1659,5605,-6.089831,31.893819,906001218502_2542007
1660,5593,112.410168,2.409482,906001218506_1733045
1661,5549,121.910168,12.907264,906001218508_1694008
1662,5534,-78.339831,-1.340459,906001218514_3658394
1663,5533,104.910168,34.890155,906001218516_1814991
1664,5528,21.660168,41.546433,906001218520_718075
1665,5524,-24.089831,15.906036,906001218522_3374766
1666,5485,55.576838,-4.674055,906001218528_241170
1667,5483,44.910168,40.13227,906001218530_174982
1668,5454,15.410168,-1.090452,906001218532_2260494
1669,5454,6.910168,0.909551,906001218532_2410758
1670,5454,10.410168,1.609526,906001218532_2309096
1671,5454,20.910168,6.908911,906001218532_239880
1672,5454,11.660168,-1.090452,906001218532_2400553
1673,5454,29.910168,-2.090493,906001218532_49518
1674,5454,29.910168,-3.590606,906001218532_433561
1675,5454,12.410168,5.909086,906001218532_2233387
1676,5454,18.910168,14.906477,906001218532_2434508
1677,5454,23.410168,-2.590524,906001218532_203312
1678,5448,90.410168,27.39838,906001218534_1252634
1679,5440,39.410168,8.908477,906001218536_337996
1680,5420,-84.089831,9.908218,906001218538_3624060
1681,5392,43.910168,32.892658,906001218542_99237
1682,5368,-15.089831,11.907611,906001218546_2372248
1683,5355,28.493498,47.117892,906001218548_617790
1684,5338,-64.089831,-34.108698,906001218550_3865483
1685,5337,80.660168,7.658761,906001218552_1227603
1686,5201,46.910168,-20.096118,906001218558_1062947
1687,5170,177.910168,-18.094994,906001218564_2205218
1688,5137,78.910168,21.902676,906001218570_1269750
1689,5132,78.910168,21.902676,906001218572_1269750
1690,5099,89.910168,23.90126,906001218574_1210997
1691,5096,104.910168,34.890155,906001218576_1814991
1692,5089,-102.08983,22.901988,906001218580_3996063
1693,5088,-70.756501,18.904514,906001218582_3508796
1694,5078,-62.839831,17.238727,906001218584_3575174
1695,5073,29.910168,26.898825,906001218586_357994
1696,5065,31.410168,-26.600828,906001218588_934841
1697,5062,44.355698,-12.325828,906001218590_921929
1698,5034,34.910168,-6.090929,906001218594_149590
1699,4937,23.910168,-29.103126,906001218596_953987
1700,4930,125.660168,-8.924835,906001218598_1966436
1701,4930,112.410168,2.409482,906001218598_1733045
1702,4930,166.910168,-16.094007,906001218598_2134431
1703,4930,119.910168,-5.090779,906001218598_1643084
1704,4930,46.910168,-20.096118,906001218598_1062947
1705,4930,34.910168,-18.345127,906001218598_1036973
1706,4930,80.660168,7.658761,906001218598_1227603
1707,4916,-73.339831,3.909353,906001218600_3686110
1708,4883,-102.08983,22.901988,906001218606_3996063
1709,4842,15.410168,45.039401,906001218624_3202326
1710,4841,-56.089831,-33.10747,906001218626_3439705
1711,4836,-84.089831,9.908218,906001218628_3624060
1712,4827,37.910168,0.909551,906001218632_192950
1713,4777,-78.339831,-1.340459,906001218638_3658394
1714,4771,-102.08983,22.901988,906001218642_3996063
1715,4769,-61.089831,10.907929,906001218646_3573591
1716,4768,-64.089831,-34.108698,906001218648_3865483
1717,4763,-102.08983,22.901988,906001218650_3996063
1718,4760,107.743498,16.072629,906001218652_1562822
1719,4743,78.910168,21.902676,906001218654_1269750
1720,4731,-78.339831,-1.340459,906001218656_3658394
1721,4730,47.410168,40.381841,906001218658_587116
1722,4729,16.910168,-22.097388,906001218660_3355338
1723,4716,-90.339831,15.40626,906001218662_3595528
1724,3267,47.410168,15.40626,906001223966_69543
1725,3837,-9.589832,6.409002,906001223970_2275384
1726,3992,104.910168,34.890155,906001223976_1814991
1727,5186,35.910168,30.894924,906001223980_248816
1728,5186,-6.089831,31.893819,906001223980_2542007
1729,5186,2.910168,27.897923,906001223980_2589581
1730,5186,29.910168,26.898825,906001223980_357994
1731,5186,8.910168,33.891438,906001223980_2464461
1732,9118,8.910168,17.905055,906001223982_2440476
1733,9118,34.910168,-18.345127,906001223982_1036973
1734,9118,-6.089831,31.893819,906001223982_2542007
1735,9118,18.910168,14.906477,906001223982_2434508
1736,9118,16.910168,-22.097388,906001223982_3355338
1737,9118,-9.589832,6.409002,906001223982_2275384
1738,9118,28.410168,-14.426614,906001223982_895949
1739,9118,-10.589831,20.153789,906001223982_2378080
1740,9118,-10.756501,10.741309,906001223982_2420477
1741,9118,23.910168,-22.097388,906001223982_933860
1742,9118,44.355698,-12.325828,906001223982_921929
1743,9118,29.660168,-19.095539,906001223982_878675
1744,9118,34.910168,-6.090929,906001223982_149590
1745,9118,-1.289832,8.008686,906001223982_2300660
1746,9118,18.410168,-12.59259,906001223982_3351879
1747,9118,28.160168,-29.603622,906001223982_932692
1748,9118,2.910168,27.897923,906001223982_2589581
1749,9118,33.910168,-13.592956,906001223982_927384
1750,9118,2.160168,9.408351,906001223982_2395170
1751,9118,23.910168,-29.103126,906001223982_953987
1752,9118,-2.089831,17.905055,906001223982_2453866
1753,9118,55.576838,-4.674055,906001223982_241170
1754,9118,39.410168,8.908477,906001223982_337996
1755,9118,11.660168,-1.090452,906001223982_2400553
1756,9118,7.910168,9.908218,906001223982_2328926
1757,9118,16.910168,27.897923,906001223982_2215636
1758,9118,46.910168,-20.096118,906001223982_1062947
1759,9118,29.910168,-3.590606,906001223982_433561
1760,9118,47.910168,5.909086,906001223982_51537
1761,9118,32.410168,1.159544,906001223982_226074
1762,9118,37.910168,0.909551,906001223982_192950
1763,9118,29.910168,15.906036,906001223982_366755
1764,9118,29.910168,26.898825,906001223982_357994
1765,9118,38.910168,14.906477,906001223982_338010
1766,9118,12.410168,5.909086,906001223982_2233387
1767,9118,-1.756501,12.407441,906001223982_2361809
1768,9118,42.410168,11.740996,906001223982_223816
1769,9118,23.410168,-2.590524,906001223982_203312
1770,9118,-14.339831,14.406685,906001223982_2245662
1771,9118,-15.089831,11.907611,906001223982_2372248
1772,9118,20.910168,6.908911,906001223982_239880
1773,9118,29.910168,-2.090493,906001223982_49518
1774,9118,-24.089831,15.906036,906001223982_3374766
1775,9118,0.993498,8.575227,906001223982_2363686
1776,9118,31.410168,-26.600828,906001223982_934841
1777,9118,8.910168,33.891438,906001223982_2464461
1778,9118,15.410168,-1.090452,906001223982_2260494
1779,9118,-15.589831,13.407079,906001223982_2413451
1780,9118,57.493498,-20.3963,906001223982_934292
1781,5215,2.160168,9.408351,906001223988_2395170
1782,4709,0.993498,8.575227,906001223992_2363686
1783,5110,104.910168,34.890155,906001223994_1814991
1784,5110,119.910168,-5.090779,906001223994_1643084
1785,5110,107.743498,16.072629,906001223994_1562822
1786,5110,121.910168,12.907264,906001223994_1694008
1787,3954,146.910168,-6.090929,906001224002_2088628
1788,3952,2.910168,27.897923,906001224004_2589581
1789,3859,121.910168,12.907264,906001224006_1694008
1790,9120,69.910168,29.895975,906001224008_1168579
1791,9120,104.910168,45.87086,906001224008_2029969
1792,9120,47.660168,29.396481,906001224008_285570
1793,9120,121.910168,12.907264,906001224008_1694008
1794,9120,80.660168,7.658761,906001224008_1227603
1795,9120,74.910168,41.380067,906001224008_1527747
1796,9120,100.910168,15.40626,906001224008_1605651
1797,9120,172.894168,1.330538,906001224008_4030945
1798,9120,95.910168,20.903326,906001224008_1327865
1799,9120,78.910168,21.902676,906001224008_1269750
1800,9120,104.910168,12.907264,906001224008_1831722
1801,9120,89.910168,23.90126,906001224008_1210997
1802,9120,59.576838,39.633113,906001224008_1218197
1803,9120,90.410168,27.39838,906001224008_1252634
1804,9120,34.910168,38.884338,906001224008_298795
1805,9120,65.910168,32.892658,906001224008_1149361
1806,9120,112.410168,2.409482,906001224008_1733045
1807,9120,104.910168,34.890155,906001224008_1814991
1808,9120,119.910168,-5.090779,906001224008_1643084
1809,9120,107.743498,16.072629,906001224008_1562822
1810,9120,67.910168,47.866013,906001224008_1522867
1811,9120,47.410168,15.40626,906001224008_69543
1812,9120,43.910168,32.892658,906001224008_99237
1813,9120,35.910168,30.894924,906001224008_248816
1814,9120,35.743498,33.724975,906001224008_272103
1815,9120,104.910168,17.905055,906001224008_1655842
1816,9120,56.910168,20.903326,906001224008_286963
1817,9120,-175.08983,-20.096118,906001224008_4032283
1818,9120,70.910168,38.884338,906001224008_1220409
1819,9120,177.910168,-18.094994,906001224008_2205218
1820,9120,166.843168,-0.607441,906001224008_2110425
1821,9120,146.910168,-6.090929,906001224008_2088628
1822,9120,72.910168,3.109429,906001224008_1282028
1823,9120,158.910168,-8.091312,906001224008_2103350
1824,9120,50.460168,25.932982,906001224008_290291
1825,9120,-172.22316,-13.893072,906001224008_4034894
1826,4105,-11.589831,8.408596,906001224010_2403846
1827,5187,-1.756501,12.407441,906001224014_2361809
1828,5423,2.160168,9.408351,906001224022_2395170
1829,5423,0.993498,8.575227,906001224022_2363686
1830,5423,18.910168,14.906477,906001224022_2434508
1831,5423,29.910168,15.906036,906001224022_366755
1832,5423,-1.756501,12.407441,906001224022_2361809
1833,5423,-1.289832,8.008686,906001224022_2300660
1834,5423,8.910168,17.905055,906001224022_2440476
1835,5423,7.910168,9.908218,906001224022_2328926
1836,5423,-2.089831,17.905055,906001224022_2453866
1837,5423,-10.589831,20.153789,906001224022_2378080
1838,5423,39.410168,8.908477,906001224022_337996
1839,5423,-14.339831,14.406685,906001224022_2245662
1840,4690,121.910168,12.907264,906001224028_1694008
1841,4690,119.910168,-5.090779,906001224028_1643084
1842,3836,-1.289832,8.008686,906001224034_2300660
1843,4075,2.160168,9.408351,906001224038_2395170
1844,4221,-1.756501,12.407441,906001224040_2361809
1845,4908,18.910168,14.906477,906001224042_2434508
1846,4907,7.910168,9.908218,906001224044_2328926
1847,2906,12.410168,5.909086,906001224048_2233387
1848,2906,15.410168,-1.090452,906001224048_2260494
1849,2906,10.410168,1.609526,906001224048_2309096
1850,2906,20.910168,6.908911,906001224048_239880
1851,2906,23.410168,-2.590524,906001224048_203312
1852,2906,11.660168,-1.090452,906001224048_2400553
1853,5792,-10.589831,20.153789,906001224050_2378080
1854,2586,172.894168,1.330538,906001224054_4030945
1855,2586,177.910168,-18.094994,906001224054_2205218
1856,2586,166.910168,-16.094007,906001224054_2134431
1857,2586,158.910168,-8.091312,906001224054_2103350
1858,2586,146.910168,-6.090929,906001224054_2088628
1859,2586,179.054948,-8.608619,906001224054_2110297
1860,2586,-172.22316,-13.893072,906001224054_4034894
1861,2586,166.843168,-0.607441,906001224054_2110425
1862,2586,-175.08983,-20.096118,906001224054_4032283
1863,3645,8.910168,33.891438,906001224056_2464461
1864,3645,16.910168,27.897923,906001224056_2215636
1865,2373,-36.589831,-7.341155,906001152857_3393098
1866,2373,-36.589831,-5.840889,906001152857_3390290
1867,2373,-39.589831,-5.090779,906001152857_3402362
1868,2373,-37.839831,-8.424717,906001152857_3392268
1869,2373,-42.423161,-7.341155,906001152857_3392213
1870,2373,-37.423161,-10.591949,906001152857_3447799
1871,3384,9.470168,12.007578,906001152859_2565345
1872,3384,12.410168,9.241724,906001152859_2565342
1873,3384,5.910168,9.908218,906001152859_2328925
1874,3384,8.160168,8.408596,906001152859_2595348
1875,3384,5.160168,12.990564,906001152859_2322907
1876,3384,8.410168,11.407774,906001152859_2335196
1877,3384,7.743498,4.909233,906001152859_2350813
1878,3384,7.993498,6.159044,906001152859_2595345
1879,3384,12.910168,11.407774,906001152859_2346794
1880,3384,5.910168,5.409163,906001152859_2565341
1881,3384,4.993498,7.075549,906001152859_2326168
1882,3384,4.410168,7.408813,906001152859_2597365
1883,3384,6.160168,12.074226,906001152859_2595349
1884,3384,6.910168,6.24236,906001152859_2349961
1885,3384,6.737828,4.659006,906001152859_2324433
1886,3384,8.660168,7.242176,906001152859_2347266
1887,3384,11.410168,11.907611,906001152859_2597367
1888,3384,7.410168,6.409002,906001152859_2565344
1889,3384,3.262368,6.446735,906001152859_2332453
1890,3384,11.076838,10.158148,906001152859_2595347
1891,3384,3.910168,7.908708,906001152859_2325190
1892,3384,5.993498,4.659265,906001152859_2595344
1893,3384,7.410168,5.325845,906001152859_2565340
1894,3384,7.410168,12.157527,906001152859_2334797
1895,3384,7.076838,8.741847,906001152859_2352776
1896,3384,9.660168,9.075106,906001152859_2324828
1897,3384,5.910168,6.409002,906001152859_2565343
1898,3384,7.660168,10.241455,906001152859_2335722
1899,3384,10.410168,7.908708,906001152859_2597366
1900,3384,8.410168,5.659125,906001152859_2345891
1901,4362,36.676838,0.242892,906001152861_189794
1902,3231,71.993498,44.207853,906001152869_1524444
1903,3231,70.910168,39.716304,906001152869_1463580
1904,3231,72.410168,41.380067,906001152869_1529778
1905,3231,72.910168,39.882694,906001152869_1346798
1906,3231,77.826838,44.873096,906001152869_1537162
1907,3231,62.410168,36.887391,906001152869_1218666
1908,3231,59.660168,38.135519,906001152869_162181
1909,5699,81.410168,48.697164,906001152877_1517381
1910,5699,69.826838,51.68842,906001152877_1518003
1911,5699,76.810168,43.143376,906001152877_1526395
1912,5699,69.410168,54.179876,906001152877_1519367
1913,5699,64.160168,45.122548,906001152877_1521406
1914,3370,39.951168,-0.262437,906001152879_197744
1915,2356,-49.089831,-22.097388,906001152881_3448433
1916,3611,85.410168,41.380067,906001152887_1529047
1917,1476,-42.089831,-12.092419,906001152889_3471168
1918,1476,-39.589831,-5.090779,906001152889_3402362
1919,3379,-11.673161,16.489093,906001152905_2381344
1920,3379,-10.423161,18.571368,906001152905_2376551
1921,3379,-7.089831,18.787909,906001152905_2379025
1922,3379,-9.923162,16.489093,906001152905_2379024
1923,3379,-10.339831,20.653482,906001152905_2381972
1924,2505,-60.589831,-26.434015,906001152909_3861887
1925,2505,-60.089831,-25.099587,906001152909_3433896
1926,2505,-67.089831,-27.101264,906001152909_3862286
1927,2505,-63.589831,-28.102171,906001152909_3835868
1928,2505,-64.089831,-32.106301,906001152909_3860255
1929,2509,68.679768,26.034128,906001152911_1164807
1930,2509,72.229928,30.755244,906001152911_1167710
1931,3385,-16.589831,14.190103,906001152913_2251910
1932,2549,10.576838,5.409163,906001152919_2222934
1933,2549,11.493498,2.659465,906001152919_2221789
1934,2549,13.160168,6.742272,906001152919_2236015
1935,2549,11.743498,4.659265,906001152919_2233376
1936,2549,13.910168,8.408596,906001152919_2223603
1937,3233,70.910168,39.716304,906001152921_1463580
1938,3233,72.410168,41.380067,906001152921_1529778
1939,3233,72.910168,39.882694,906001152921_1346798
1940,2631,36.493498,30.228961,906001152923_248380
1941,2631,35.493498,30.645192,906001152923_250199
1942,2631,35.660168,31.061414,906001152923_250625
1943,3669,10.910168,33.225588,906001152927_2469470
1944,3669,8.660168,36.554541,906001152927_2470085
1945,3669,8.693498,35.139824,906001152927_2473460
1946,3450,57.160168,29.64623,906001152931_128231
1947,3450,55.493498,32.393246,906001152931_111821
1948,3450,59.410168,32.393246,906001152931_6201374
1949,2739,23.626558,56.488481,906001152933_459281
1950,2739,21.000168,56.187814,906001152933_7628301
1951,3232,63.910168,39.882694,906001152935_1114929
1952,2751,101.659168,0.41006,906001152939_1629652
1953,2751,103.743498,-2.840542,906001152939_1626196
1954,2751,113.410168,-2.090493,906001152939_1641898
1955,2751,100.410168,-1.090452,906001152939_1626197
1956,2751,96.910168,3.909353,906001152939_1215638
1957,5750,101.410168,24.900492,906001152963_1785694
1958,5750,92.910168,25.89968,906001152963_1278253
1959,2377,70.910168,39.716304,906001152977_1463580
1960,2175,77.910168,41.879146,906001152979_1528260
1961,2175,59.660168,38.135519,906001152979_162181
1962,2175,58.740028,44.091128,906001152979_453752
1963,3132,-74.173161,18.404789,906001152999_3724613
1964,3132,-73.823161,18.204897,906001152999_3716952
1965,3132,-73.518331,18.353167,906001152999_7115999
1966,3355,15.660168,-18.595262,906001153003_3371207
1967,3355,16.660168,-17.678107,906001153003_3371203
1968,3355,14.743498,-18.428502,906001153003_3371206
1969,3355,16.993498,-18.595262,906001153003_3371208
1970,3362,38.743498,14.739877,906001153011_448498
1971,3362,37.410168,15.156369,906001153011_448500
1972,2402,-2.589831,5.409163,906001153017_2294076
1973,2402,-1.589832,7.658761,906001153017_2302547
1974,2402,-0.839831,10.658004,906001153017_2294291
1975,2402,-1.589832,6.658957,906001153017_2304116
1976,2355,35.226838,0.40956,906001153019_178837
1977,2355,35.460168,0.899551,906001153019_7667646
1978,2355,35.160168,1.659524,906001153019_178145
1979,2355,36.788168,-2.2215,906001153019_7667657
1980,2355,35.645768,-1.331219,906001153019_7668904
1981,2355,36.410168,-0.434439,906001153019_7603036
1982,2355,36.609168,-1.180454,906001153019_192709
1983,2355,36.081428,-0.574461,906001153019_7668902
1984,2355,34.889168,0.95455,906001153019_179068
1985,2355,38.280168,-3.490596,906001153019_7667652
1986,3372,27.743498,-29.687036,906001153021_932506
1987,3372,27.710168,-30.17087,906001153021_932439
1988,3374,45.410168,-24.849389,906001153023_7670911
1989,3374,44.310168,-23.298224,906001153023_7670913
1990,3373,46.860168,-19.045511,906001153025_7670855
1991,3377,-3.489832,14.606603,906001153031_2453347
1992,3377,-5.989832,13.507041,906001153031_2451477
1993,3377,-7.589831,13.706964,906001153031_2454532
1994,3377,-6.289832,11.207837,906001153031_2451184
1995,2459,-16.039831,18.005003,906001153033_2377449
1996,2459,-12.223161,15.289641,906001153033_2379216
1997,2459,-12.923161,15.906036,906001153033_2379384
1998,2459,-13.489831,17.155439,906001153033_2380635
1999,2459,-10.423161,18.571368,906001153033_2376551
2000,2459,-11.673161,16.489093,906001153033_2381344
2001,2459,-10.339831,20.653482,906001153033_2381972
2002,2459,-14.748611,17.771625,906001153033_2375742
2003,2459,-9.589832,24.151072,906001153033_2375989
2004,2459,-15.173161,19.903938,906001153033_2378903
2005,2459,-16.256501,20.620173,906001153033_2380426
2006,2459,-7.089831,18.787909,906001153033_2379025
2007,2459,-9.923162,16.489093,906001153033_2379024
2008,3382,10.410168,14.906477,906001153035_2437797
2009,3382,7.160168,14.156786,906001153035_2441289
2010,3382,13.410168,15.906036,906001153035_2445702
2011,1503,3.910168,11.407774,906001153041_2597363
2012,1503,9.910168,10.408077,906001153041_2347468
