"AidData Project ID","gef_id","Agency","Lead agency","Secondary agency(ies)","Region","List of regions","Country","List of participating countries","Countries listed by Code (ISO 3166-1 alpha-2)","Focal Area","Focal Area single-letter-code","List of project's focal areas","Title(2)","GEF replenishment phase","Type acronym","Type","Status","Trust Fund acronym","Trust Fund","Executing partner / agency","Type of executing partner / agency","Type acronym of parent (or empty if standalone)","Category (empty: standalone, parent, child)","Biosafety project?","Targeted research project?","National Capacity Self Assessement (NCSA)?","National Adaptation Programme of Action (NAPA)?","isNonExpedited","National Portfolio Formulation Exercises (NPFE)?","National communications project?","Small Grants Programme (SGP)?","Sustainable Forest Management (SFM)?","Requires second review?","Primary GEFSEC Program Manager","ID of secondary GEFSEC Program Manager","UNDP Project ID","World Bank Project ID","GEF3 OP list","GEF4 SP list","GEF4 SP-ID list","GEF5 FA Objective list","Keyword ID list","Code of business plan allocation item","World Bank Trust Fund number","(Sum of all) Approved PPG(s)","Project Preparation Grant (PPG)","Project Development Facility block A (PDF-A)","Project Development Facility block B (PDF-B)","Project Development Facility block C (PDF-C)","Pre-Investment Facility (PRIF)","Agency fees paid separately for PPG","Agency fees paid separately for PDF-B","GEF Project Grant PIF stage","GEF Project Grant CEO approve stage","GEF Project Grant CEO endorse stage","Agency Fee PIF stage","Agency Fee CEO approve stage","Agency Fee CEO endorse stage","Cofinance PIF stage","Cofinance CEO approve stage","Cofinance CEO endorse stage","Date of receipt or first PMIS entry","PIF Clearance or PIF Approval Date","Expected date of entry into work program","Date of entry into work program","Date of project approval","Date of CEO approval (MSP / EA)","Date of CEO endorsement (FSP)","Date of dropping (before project approval)","Date of cancelation (after project approval)","Date of PIF rejection by CEO","Date of technical rejection by Program Manager","Date of rejection by CEO at CEO approve stage","Date of rejection by CEO at CEO endorse stage","Date of Parent / Program rejection by Council","Date of approval by Agency","Expected date of Grant signing","Actual date of Grant signing","Expected date of implementation start","Actual date of implementation start","Expected date of closure","Actual date of closure","Expected date of financial closure","Date of financial closure","Expected date of Internal Completion Report (ICR)","Date of Internal Completion Report (ICR)","Expected date of Parent endorsement by Council","Date of Parent endorsement by Council","Expected date of effectiveness","Date of effectiveness","Expected date of mid term review","Date of mid term review","GEFNewRegionList"
"906001153185","3831","IADB","IADB","","LAC","","Bolivia","","BO","Multi Focal Area","M","M;B;L;","Conservation and Sustainable use of Biodiversity and Land in Andean Vertical Ecosystems","GEF - 4","FP","Full Size Project","Under Implmentation","GET","GEF Trust Fund","Ministry of Environment and Water, MMAyA (Ministerio de Medio Ambiente y Aguas)","Government","","","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","Mark Zimsky","349360","","","","BD-4;LD-1;",";4;15;","","","","","100000","100000","","","","","10000","","6000000","","6000000","600000","","600000","8050000","","8050000","15-Oct-08","26-Jan-09","20-Apr-09","21-Apr-09","21-Apr-09","","2-Aug-10","","","","","","","","","","","30-Sep-10","2-Dec-10","2-Dec-15","","","","","","","","","","28-Feb-13","","LAC,"
"906001153187","2139","FAO","FAO","","AFR","","Regional","Burundi, Rwanda, Tanzania, Uganda","00, RW, UG, TZ, BI","Land Degradation","L","L","SIP: Transboundary Agro-Ecosystem Management Programme for the Kagera River Basin (Kagera TAMP)","GEF - 4","FP","Full Size Project","Under Implmentation","GET","GEF Trust Fund","Ministry of Agriculture and Animal Resources in Rwanda; Ministry of Agriculture, Animal Industry and Fisheries in Uganda; Division of Environment, Vice Presidents' Office in Tanzania; Ministry of Agriculture and Livestock (MINAGRI) in Burundi","Government","SIP","Child","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","Christian Severin","","","","-15-","LD-1;LD-3;",";15;17;","","","","","725000","","25000","700000","","","","","6363700","","6363700","0","","","24423710","","24509210","","20-Mar-08","1-Jun-07","14-Jun-07","14-Jun-07","","5-May-09","","","","","","","","","","","30-Sep-09","19-Mar-10","28-Feb-15","","","","1-Jun-14","","","","","","31-Dec-12","30-Jun-13","AFR, REG,"
"906001153189","3567","IFAD","IFAD","","AFR","","Burkina Faso","","BF","Land Degradation","L","L","CPP: Burkina Faso - Sub-programme of the Northern Region-under Partnership Programme for Sustainable Land Management","GEF - 3","FP","Full Size Project","Project Completion","GET","GEF Trust Fund","Ministry of Agriculture and Ministry of Environment","Government","CPP","Child","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","Jean-Marc Sinnassamy","","","","","","","","","","","0","","","","","","","","2016233","","2016233","","","","27818000","","27818000","","","","28-Aug-06","28-Aug-06","","13-May-08","","","","","","","","23-May-08","","","","8-Oct-09","31-Jan-14","31-Jan-14","","","1-May-12","","","","","","31-Dec-11","12-May-13","AFR,"
"906001153191","2052","UNEP","UNEP","","REG","AFR","Regional","Lesotho, Malawi, Mozambique, Swaziland, Tanzania, South Africa, Zambia, Zimbabwe","00, LS, MW, MZ, ZA, SZ, TZ, ZM, ZW","Land Degradation","L","L","Sustainable Management of Inland Wetlands in Southern Africa: A Livelihoods and Ecosystem Approach","GEF - 3","MSP","Medium Size Project","Project Completion","GET","GEF Trust Fund","IWMI, IUCN, ROSA, FAO","NGO","","","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","Walter J. Lusigi","","","","-15-","","","","","","","24500","","24500","","","","","","974825","","","146000","","","1210716","","","8-Oct-02","","","","6-Oct-04","6-Oct-04","","","","","","","","","10-Feb-05","","","","28-Feb-05","1-Dec-09","1-Mar-10","","","","","","","","1-Apr-05","","","AFR, REG,"
"906001153193","4235","UNEP","UNEP","","CEX","","Global","","1W","Multi Focal Area","M","M;B;L;","SFM Facilitating financing for Sustainable Forest Management in SIDS and LFCCs","GEF - 4","MSP","Medium Size Project","Under Implmentation","GET","GEF Trust Fund","UNDESA  United Nations Forum on Forests Secretariat UNFFS","Multilateral","PAN","Child","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","Dirk Gaul","","","","","","","","","","","50000","50000","","","","","5000","","950000","950000","","95000","95000","","1000000","1000000","","31-Mar-10","26-Apr-10","","","26-Apr-10","27-May-11","","","","","","","","","23-Dec-11","","","31-Jul-11","1-Nov-11","1-Aug-13","","","","","","","","","","","","CEX,"
"906001153195","4017","UNEP","UNEP","","CEX","","Global","","1W","Land Degradation","L","L","Enabling Paradigm Shift on Monitoring and Assessment within the UNCCD - Piloting the Reporting of the Performance Indicators 2010","GEF - 4","FP","Full Size Project","Project Completion","GET","GEF Trust Fund","sub-regional and regional institutions ; UNCCD National Coordination Bodies and/or Focal Points Institutions (eg: Greece National Committee for Combating Desertification). ","Multilateral","","","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","Mohamed Bakarr","","","","","LD-1;LD-2;LD-3;",";15;16;17;","","","","","0","","","","","","","","2545454","","2545454","254545","","254545","5000000","","5400000","28-May-09","4-Jun-09","1-Nov-09","12-Nov-09","12-Nov-09","","3-Feb-10","","","","","","","","","","","28-Feb-10","1-Jan-10","30-Dec-11","30-Dec-12","","","1-Dec-11","","","","","","","","CEX,"
"906001153197","1666","UNEP","UNEP","","AFR","","Kenya","","KE","Land Degradation","L","L","Development and Implementation of a Sustainable Resource Management Plan for Marsabit Mountain and its associated Watersheds","GEF - 3","MSP","Medium Size Project","Project Completion","GET","GEF Trust Fund","Agricultural Research Foundation (AGREF)","Foundation","","","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","Andrea Kutter","","","","-15-1-4-15-","","","","","","","25000","","25000","","","","","","924000","","","146000","","","1504099","","","19-Mar-02","","","","29-Jan-04","29-Jan-04","","","","","","","","","2-Jul-04","","","","1-Jun-04","1-Dec-08","31-May-08","","","","","","","","1-Jun-04","","","AFR,"
"906001153199","4382","UNDP","UNDP","","LAC","","Costa Rica","","CR","Multi Focal Area","M","M;B;C;L;","Fifth Operational Phase of the GEF Small Grants Programme","GEF - 5","FP","Full Size Project","Under Implmentation","GET","GEF Trust Fund","UNOPS","Multilateral","","","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","TRUE","Danielius Pivoriunas","367540","4560","","","","","BD-2; CCM-3; CCM-5; LD-1; CD-2; CD-5; LD-1; CD-2; ","","","","0","","","","","","","","4398148","","4398148","351852","","351852","4625000","","4625000","15-Sep-10","15-Feb-11","1-Mar-11","29-Mar-11","29-Mar-11","","23-Nov-11","","","","","","","","10-Feb-12","","","","9-Feb-12","29-Feb-16","","","","","","","","","","","","LAC,"
"906001153201","4778","World Bank","World Bank","","ECA","","Albania","","AL","Multi Focal Area","M","M;C;L;M;","Environmental Services Project","GEF - 5","FP","Full Size Project","Under Implmentation","GET","GEF Trust Fund","Ministry of Environment, Forests and Water Administration","Government","","","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","Ulrich Apel","353429","","128412","","","","CCM-5; CCM-5; LD-1; LD-1; LD-1; LD-3; LD-3; SFM/REDD+-1; SFM/REDD+-2; SFM/REDD+-1; SFM/REDD+-2; ","","","","0","","","","","","","","2884848","","2884848","288485","","288485","22574815","","22574815","9-Dec-11","16-Apr-12","1-Jun-12","7-Jun-12","7-Jun-12","","19-Mar-14","","","","","","","","","","","","","","","","","","","","","","","","","ECA,"
"906001153203","3818","World Bank","World Bank","","CEX","","Global","","1W","Multi Focal Area","M","M;B;C;L;","SFM Capacity Development for Climate Change Mitigation through Sustainable Forest Management in non-Annex I Countries","GEF - 4","MSP","Medium Size Project","Project Completion","GET","GEF Trust Fund","Coalition for Rainforest Nations, GTZ, InWent, INPE, Indian Forest Service, FAO, UNDP, UNEP, GOFC-GOLD, IIASA","NGO","PAN","Child","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","Andrea Kutter","349464","","","","CC-6;CC-6;",";14;14;","","","","","0","","","","","","","","1000000","1000000","","100000","100000","","2400000","1811542","","8-Oct-08","23-Oct-08","","","23-Oct-08","27-May-09","","","","","","","","","","","","30-Apr-09","18-Aug-09","30-Apr-12","31-May-12","","","","","","","","","31-Dec-10","","CEX,"
"906001153205","2632","IFAD/UNIDO","IFAD","UNIDO","AFR","","Morocco","","MA","Multi Focal Area","M","M;L;I;","MENARID: Participatory Control of Desertification and Poverty Reduction in the Arid and Semi Arid High Plateau Ecosystems of Eastern Morocco","GEF - 4","FP","Full Size Project","Under Implmentation","GET","GEF Trust Fund","UNIDO, HCEFLCD, MARDMF","Multilateral","PAN","Child","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","Andrea Kutter","","","","","LD-2;IW-4;",";16;21;","","","","","350000","","","350000","","","","","6000000","","5998422","635000","","634842","19035165","","19089096","8-Oct-04","22-Jan-08","1-Apr-08","24-Apr-08","24-Apr-08","","16-Sep-08","","","","","","","","16-Oct-08","","","","14-Oct-10","1-Jul-15","","","","","","","","","","1-Apr-13","1-Jun-13","AFR,"
"906001153207","3660","UNDP","UNDP","","CEX","AFR, Asia, ECA, LAC","Global","Argentina, Burkina Faso, Benin, Iran, Kyrgyz Republic, Morocco, Mali","1W, AR, BJ, BF, IR, KG, ML, MA","Land Degradation","L","L","Enabling Sustainable Dryland Management Through Mobile Pastoral Custodianship: World Initiative on Sustainable Pastoralism (add on)","GEF - 4","MSP","Medium Size Project","Project Completion","GET","GEF Trust Fund","Dryland Development Center of UNDP","Multilateral","","","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","Walter J. Lusigi","","2857","","-15-","","","","","","","0","","","","","","","","300000","","","","","","","","","23-Jan-08","","","","31-Jan-08","31-Jan-08","","","","","","","","","","","","","26-Mar-09","31-Dec-08","31-Dec-10","","","31-Dec-11","","","","","","","","AFR, ECA, LAC, CEX,"
"906001153209","5596","WWF-US","WWF-US","","Asia","","Nepal","","NP","Land Degradation","L","L","Sustainable Land Management in the Churia Range","GEF - 5","MSP","Medium Size Project","CEO Approved","GET","GEF Trust Fund","Ministry of Agriculture Development, Ministry of Forests and Soil Conservation, Ministry of Land Reform and Management, WWF-Nepal","Government","","","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","Ulrich Apel","271386","","","","","","LD-1; LD-1; LD-3; LD-3; ","","","","0","","","","","","","","917431","917431","","82569","82569","","4398864","4398864","","24-Sep-13","","","","19-Dec-13","19-Dec-13","","","","","","","","","","","","","1-Jan-14","1-Jan-17","","","","","","","","","","","","Asia,"
"906001153211","5663","UNDP","UNDP","","Asia","","Tonga","","TO","Multi Focal Area","M","M;B;C;L;I;","R2R Integrated Environmental Management of the Fanga�uta Lagoon Catchment","GEF - 5","MSP","Medium Size Project","CEO Approved","GET","GEF Trust Fund","Ministry of Lands, Environment, Climate Change and Natural Resources","Government","PAS","Child","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","Charlotte Gobin","","5219","","","","","BD-1; BD-2; LD-1; LD-3; IW-3; ","","","","0","","","","","","","","1756880","1756880","","158120","158120","","6650000","6650000","","23-Dec-13","","","","2-May-14","2-May-14","","","","","","","","","","","","","","","","","","","","","","","","","","SIDS,"
"906001153213","2753","IFAD","IFAD","","Asia","","Sri Lanka","","LK","Multi Focal Area","M","M;C;L;","Participatory Coastal Zone Restoration and Sustainable Management in the Eastern Province of Post-Tsunami Sri Lanka","GEF - 3","FP","Full Size Project","Under Implmentation","GET","GEF Trust Fund","Ministry of Fisheries and Aquatic Resources, IUCN-Sri Lanka","Government","","","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","Mohamed Bakarr","","","","-15-SPA-","","","","","","","350000","","","350000","","","","","6919915","","6919915","654292","","654292","7569450","","7569450","8-Apr-05","","12-Jun-06","1-Aug-06","1-Aug-06","","27-Dec-07","","","","","","","","","","","","16-Jun-10","31-Mar-16","","","","1-Jun-16","","","","","","31-Dec-12","","Asia,"
"906001153215","3000","UNDP","UNDP","","AFR","","Tanzania","","TZ","Multi Focal Area","M","M;B;C;L;","SFM: Sustainable Management of the Miombo Woodland Resources of Western Tanzania","GEF - 4","FP","Full Size Project","Under Implmentation","GET","GEF Trust Fund","GOT, IRA","Government","PAN","Child","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","Jaime Cavelier","380097","3091","","","BD-4;BD-5;CC-6;",";4;5;14;","",";13;","","","200000","150000","50000","","","","15000","","2745000","","2745000","279500","","274500","9000000","","13766666","26-Oct-05","24-Apr-09","15-Jun-09","24-Jun-09","24-Jun-09","","21-Nov-11","","","","","","","","","","","31-Jan-12","14-Jun-12","15-Jun-17","","","","","","","","","","31-Aug-14","","AFR,"
"906001153217","3449","UNEP/World Bank","UNEP","World Bank","CEX","","Global","","1W","Multi Focal Area","M","M;B;C;L;","SFM: Carbon Benefits Project (CBP): Modeling, Measurement and Monitoring","GEF - 4","FP","Full Size Project","Project Completion","GET","GEF Trust Fund","UNEP Division of Early Warning & Assessment, DEWA (in collaboration with Colorado State University and World Wide Fund for Nature, WWF) ","Multilateral","PAN","Child","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","Mohamed Bakarr","367540","","","-1-","CC-6;CC-6;",";14;14;","","","","","0","","","","","","","","4996265","","5526265","499627","","552627","5496793","","5188082","7-Sep-07","9-Oct-07","1-Nov-07","16-Nov-07","16-Nov-07","","11-Feb-09","","","","","","","","1-Apr-09","","","31-Mar-09","1-Apr-09","1-May-12","1-May-12","","","","","","","","","","","CEX,"
"906001153219","2354","World Bank","World Bank","","ECA","","Kazakhstan","","KZ","Land Degradation","L","L","Forest Protection and Reforestation","GEF - 3","FP","Full Size Project","Project Completion","GET","GEF Trust Fund","Forestry and Hunting Committee, Ministry of Agriculture","Government","","","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","Andrea Kutter","","","87485","-15-","","","","","","","0","","","","","","","","5000000","","5000000","450000","","","58800000","","58800000","3-Oct-03","","1-Jun-05","8-Jun-05","8-Jun-05","","25-Oct-05","","","","","","","","29-Nov-05","","","","12-Jul-07","31-May-14","31-May-14","","","","","","","","","31-Dec-09","","ECA,"
"906001153221","5700","UNDP","UNDP","","Asia","","Mongolia","","MN","Land Degradation","L","L","Land Degradation Offset and Mitigation in Western Mongolia","GEF - 5","MSP","Medium Size Project","CEO Approved","GET","GEF Trust Fund","Ministry of Environment and Green Development, Ministry of Mining, Ministry of Industry and Agriculture ","Government","","","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","Ulrich Apel","441409","5287","","","","","LD-3; ","","","","80000","80000","","","","","7600","","1289863","1289863","","122537","122537","","5200000","5280000","","6-Feb-14","11-Mar-14","","","11-Mar-14","7-Apr-15","","","","","","","","","","","","","","","","","","","","","","","","","","Asia,"
"906001153223","3392","World Bank","World Bank","","AFR","","Uganda","","UG","Land Degradation","L","L","SIP: Sustainable Land Management Country Program","GEF - 4","FP","Full Size Project","Under Implmentation","GET","GEF Trust Fund","NAADS/NARO","Government","SIP","Child","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","Jean-Marc Sinnassamy","298074","","108886","-15-","LD-2;LD-3;",";16;17;","","","","","0","","","","","","","","7000000","","7200000","0","","","50000000","","117900000","6-Nov-07","26-Nov-07","","14-Jun-07","14-Jun-07","","1-Jun-10","","","","","","","","","","","30-Sep-10","20-Dec-11","30-Jun-16","","","","","","","","","","30-Sep-13","","AFR,"
"906001153225","3060","IFAD","IFAD","","CEX","Asia, ECA, LAC","Global","Asia/Pacific, Latin America and Caribbean, Europe and Central Asia","1W, 4A, 6L, 7E","Land Degradation","L","L","Supporting Capacity Building for the Third National Reporting to CRIC-5/COP-8","GEF - 3","MSP","Medium Size Project","Project Completion","GET","GEF Trust Fund","IFAD","Multilateral","","","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","Walter J. Lusigi","","","","-15-","","","","","","","0","","","","","","","","637200","","","57348","","","506000","","","31-Jan-06","","","","31-Mar-06","31-Mar-06","","","","","","","","","4-May-06","","","","","","18-Dec-09","","","","","","","","","","","Asia, ECA, LAC, CEX,"
"906001153227","2761","World Bank","World Bank","","Asia","","Philippines","","PH","Multi Focal Area","M","M;B;L;","National Program Support for Environment and Natural Resources Management Project (NPS-ENRMP)","GEF - 3","FP","Full Size Project","Project Completion","GET","GEF Trust Fund","Department of Environment and Natural Resources","Government","","","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","Andrea Kutter","","","91147","-12-3-15-2-","","","","","","","350000","","","350000","","","","","7000000","","7000000","661500","","","50000000","","80000000","8-Apr-05","","2-Aug-06","28-Aug-06","28-Aug-06","","16-May-07","","","","","","","","26-Jun-07","","","","27-Nov-07","31-Dec-13","31-Dec-13","","","","","","","","","31-Dec-11","","Asia,"
"906001153229","3036","UNDP","UNDP","","Asia","","Global","Asia/Pacific","1W, 4A","Land Degradation","L","L","Supporting Capacity Building for the Third National Reporting to CRIC-5/COP-8","GEF - 3","MSP","Medium Size Project","Project Completion","GET","GEF Trust Fund","UNOPS","Multilateral","","","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","Andrea Kutter","","3713","","-15-","","","","","","","0","","","","","","","","513000","","","46170","","","452000","","","16-Dec-05","","","","8-Mar-06","8-Mar-06","","","","","","","","","24-May-06","","","","24-May-06","","31-Mar-11","","","","22-Dec-06","","","","24-May-06","","","Asia, CEX,"
"906001153231","5785","FAO","FAO","","LAC","","Mexico","","MX","Land Degradation","L","L","Sustainable Land Management Promotion ","GEF - 5","MSP","Medium Size Project","CEO Approved","GET","GEF Trust Fund","","","","","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","Mohamed Bakarr","226576","","","","","","LD-1; LD-3; ","","","","91324","91324","","","","","8676","","1735160","1735160","","164840","164840","","6580000","8746566","","25-Mar-14","16-Jun-14","","","16-Jun-14","29-Oct-15","","","","","","","","","","","","","","","","","","","","","","","","","","LAC,"
"906001153233","5789","UNDP","UNDP","","AFR","","Botswana","","BW","Land Degradation","L","L","Using SLM to Improve the Integrity of the Makgadikgadi Ecosystem and to Secure the Livelihoods of Rangeland Dependent Communities","GEF - 5","MSP","Medium Size Project","CEO Approved","GET","GEF Trust Fund","BirdLife Botswana, supported by the Department of Forestry and Range Resources and the Department of Environmental Affairs under the Ministry of Environment, Wildlife and Tourism","Government","","","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","Jean-Marc Sinnassamy","","5359","","","","","LD-3; LD-3; ","","","","0","","","","","","","","792832","792832","","75319","75319","","6795000","6795000","","1-Apr-14","","","","22-May-14","22-May-14","","","","","","","","","","","","","","","","","","","","","","","","","","AFR,"
"906001153235","2863","UNDP","UNDP","","CEX","","Global","","1W","Land Degradation","L","L","Ensuring Impacts from SLM - Development of a Global Indicator System","GEF - 4","MSP","Medium Size Project","Project Completion","GET","GEF Trust Fund","UNU-INWEH","Multilateral","","","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","Andrea Kutter","","3542","","-15-","LD-2;",";16;","","","","","47450","","47450","","","","","","952550","","","90000","","","0","","","7-Jul-05","","","","28-Mar-07","28-Mar-07","","","","","","","","","14-May-07","","","","14-May-07","30-Jun-11","31-Dec-10","","","31-Dec-12","","","","","","","","CEX,"
"906001153237","1431","UNEP","UNEP","","AFR","","Regional","Gambia, Guinea, Guinea-Bissau, Mali, Mauritania, Niger, Sierra Leone, Senegal","00, GM, GN, GW, ML, MR, NE, SN, SL","Land Degradation","L","L","Fouta Djallon Highlands Integrated Natural Resources Management Project (FDH-INRM) (Tranches 1 and 2)","GEF - 3","FP","Full Size Project","Under Implmentation","GET","GEF Trust Fund","FAO","Multilateral","","","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","Andrea Kutter","","","","-15-","","","","","","","554000","","25000","529000","","","","","11000000","","11000000","1039860","","","33000000","","33000000","5-Sep-00","","1-Nov-05","10-Nov-05","10-Nov-05","","27-Oct-08","","","","","","","","20-Apr-09","","","30-Nov-08","23-Apr-09","31-Dec-12","","","","","","","","","","31-Dec-12","","AFR, REG,"
"906001153239","5822","UNEP","UNEP","","ECA","","Serbia","","YF","Land Degradation","L","L","Enhanced Cross-Sectoral Land Management through Land Use Pressure Reduction and Planning","GEF - 5","MSP","Medium Size Project","CEO Approved","GET","GEF Trust Fund","Enhanced Cross-Sectoral Land Management through Land Use Pressure Reduction and Planning","Others","","","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","Ulrich Apel","349360","","","","","","LD-3; ","","","","27397","27397","","","","","2603","","661644","661644","","62856","62856","","2900000","5636000","","30-Apr-14","8-May-14","","","8-May-14","1-Jul-15","","","","","","","","","","","","","","","","","","","","","","","","","","ECA,"
"906001153241","3306","UNDP","UNDP","","Asia","","Bangladesh","","BD","Land Degradation","L","L","LDC/SIDS Portfolio Project: Capacity Building and Resource Mobilization for Sustainable Land Management in Bangladesh","GEF - 3","MSP","Medium Size Project","Project Completion","GET","GEF Trust Fund","IPSU-MoEF","Government","PAS","Child","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","Andrea Kutter","","3440","","-15-","","","","","","","0","","","","","","","","0","","","","","","186000","","","28-Nov-06","","","","","","","","","","","","","","30-Apr-08","","","","30-Apr-08","1-Jun-10","1-Mar-12","","","","","","","","","","","Asia,"
"906001153243","2441","UNDP","UNDP","","CEX","","Global","","1W","Land Degradation","L","L","LDC and SIDS Targeted Portfolio Approach For Capacity Development and Mainstreaming of Sustainable Land Management","GEF - 3","FP","Full Size Project","Project Completion","GET","GEF Trust Fund","UNDP in cooperation with others","Government","PAS","Parent","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","Andrea Kutter","","3130","","-15-","","","","","","","0","","","","","","","","29000000","","29000000","3770000","","3770000","30950000","","30950000","30-Jan-04","","1-May-04","21-May-04","21-May-04","","21-Sep-04","","","","","","","","4-Nov-04","","","","4-Nov-04","31-Dec-12","","","","","","","","","18-Nov-04","","","CEX,"
"906001153245","5825","UNEP","UNEP","","ECA","","Georgia","","GE","Land Degradation","L","L","Applying Landscape and Sustainable Land Management (L-SLM) for Mitigating Land Degradation and Contributing to Poverty Reduction in Rural Areas","GEF - 5","MSP","Medium Size Project","CEO Approved","GET","GEF Trust Fund","Ministry of Environment Protection of Georgia through Regional Environment Centre (REC) for the Caucasus","Government","","","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","Ulrich Apel","349360","","","","","","LD-1; LD-3; ","","","","45662","45662","","","","","4338","","923484","923484","","87731","87731","","3652968","3652968","","30-Apr-14","19-May-14","","","19-May-14","16-Feb-16","","","","","","","","","","","","","","","","","","","","","","","","","","ECA,"
"906001153247","3443","UNDP","UNDP","","Asia","","Indonesia","","ID","Multi Focal Area","M","M;B;L;","SFM Strengthening Community Based Forest and Watershed Management (SCBFWM)","GEF - 4","FP","Full Size Project","Under Implmentation","GET","GEF Trust Fund","Ministry of Forestry","Government","PAN","Child","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","Nicole Glineur","239109","4032","","","BD-4;",";4;","","","","","95000","95000","","","","","","","7000000","","7000000","700000","","709500","41000000","","42450000","7-Sep-07","4-Oct-07","1-Nov-07","16-Nov-07","16-Nov-07","","6-May-09","","","","","","","","","","","6-Apr-09","20-Oct-09","31-May-14","","","","31-Dec-14","","","","","","31-Dec-12","","Asia,"
"906001153249","2193","UNDP","UNDP","","CEX","AFR, Asia, ECA, LAC","Global","Argentina, Burkina Faso, Benin, Iran, Kyrgyzstan, Morocco, Mali","1W, AR, BJ, BF, IR, KG, ML, MA","Land Degradation","L","L","Enabling Sustainable Dryland Management Through Mobile Pastoral Custodianship","GEF - 3","MSP","Medium Size Project","Project Completion","GET","GEF Trust Fund","Dryland Development Center of UNDP","Multilateral","","","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","Andrea Kutter","","2857","","-15-","","","","","","","50000","","50000","","","","","","950000","","","146000","","","1875000","","","2-Jun-04","","1-Jun-05","","19-Apr-05","19-Apr-05","","","","","","","","","20-Sep-05","","","","26-Mar-09","1-Jan-08","31-Dec-10","","","31-Dec-11","","","","","19-Apr-05","","","AFR, ECA, LAC, CEX,"
"906001153251","1329","UNEP","UNEP","","CEX","","Global","","1W","Land Degradation","L","L","Land Degradation Assessment in Drylands (LADA)","GEF - 3","FP","Full Size Project","Project Completion","GET","GEF Trust Fund","Food and Agriculture Organization of the United Nations (FAO)","Multilateral","","","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","Andrea Kutter","","","","-15-12-1-","","","","","","","725000","","25000","700000","","","","","7000000","","7000000","382000","","","9055000","","7980000","29-Jun-01","","1-Nov-04","19-Nov-04","19-Nov-04","","29-Dec-05","","","","","","","","24-Mar-06","","","","1-May-06","31-Dec-10","31-Dec-10","","","31-Dec-11","","","","","24-Mar-06","","","CEX,"
