"","var","n","wt","dev","yval","complexity","ncompete","nsurrogate"
"23","<leaf>",4,4,511509.118781996,-400.928966810091,0,0,0
"3","longitude",449,449,41911758.1422053,-38.2658320171571,0.0189843414591819,4,5
"6","srtm_slope_500m.na.mean",416,416,37526911.2106468,-27.0877412228311,0.0189843414591819,4,5
"12","ltdr_yearly_ndvi_mean.2002.mean",202,202,11134336.8423163,-91.0424971619275,0.00639171168745377,4,5
"24","gpw_v3_density.2000.mean",186,186,8229624.24386295,-83.0706215893723,0.00579727839790672,4,2
"48","udel_air_temp_v4_01_yearly_max.2002.mean",180,180,6858121.52370776,-74.4022573438811,0.00385414526835029,4,5
"96","srtm_slope_500m.na.mean",66,66,2534033.62567855,-17.4299618421712,0.00242113135431591,4,3
"192","<leaf>",9,9,148389.478603633,-177.954659544569,0,0,0
"193","v4composites_calibrated.2002.mean",57,57,2084600.55704632,9.39090658286794,0.00206860548894759,4,5
"386","accessibility_map.na.mean",50,50,1696481.94741605,-18.4115205427508,0.00165021324527853,4,5
"772","udel_air_temp_v4_01_yearly_max.2002.mean",13,13,831038.054823594,-80.4861462437214,0.00165021324527853,4,5
"1544","udel_air_temp_v4_01_yearly_max.2002.mean",6,6,648833.823851073,-123.532353700138,0.00165021324527853,4,5
"3088","<leaf>",4,4,391751.875914399,-180.613720477757,0,0,0
"3089","<leaf>",2,2,12779.7909333198,90.6079336135,0,0,0
"1545","<leaf>",7,7,15710.9323280777,-10.8634361080161,0.000105177134801342,0,0
"773","udel_air_temp_v4_01_yearly_mean.2002.mean",37,37,660676.563363894,14.3297110306971,0.00157692591307973,4,5
"1546","dist_to_roads.na.mean",15,15,318512.398532888,-54.7093211712158,0.00106254720491466,4,0
"3092","<leaf>",2,2,132889.638875575,-212.0454465122,0,0,0
"3093","<leaf>",13,13,53505.5886611362,-15.7639310201399,0.000217818751631373,0,0
"1547","<leaf>",22,22,146089.1203125,58.8768571512375,0,0,0
"387","<leaf>",7,7,130908.102800255,191.010216012059,0.000356291863795003,0,0
"97","srtm_elevation_500m.na.mean",114,114,3858707.02258916,-104.664245973886,0.00385414526835029,4,5
"194","gpw_v3_density.2000.mean",27,27,1661151.01054394,-185.970957900325,0.00364877378992879,4,5
"388","longitude",23,23,1103534.31129459,-243.313784580405,0.00364877378992879,4,5
"776","udel_precip_v4_01_yearly_max.2002.mean",8,8,244105.214076101,-63.5401442670725,0.000775151223409634,4,3
"1552","dist_to_all_rivers.na.mean",6,6,144774.085998651,-124.000458136187,0.000600163098497083,4,5
"3104","<leaf>",3,3,67469.6150964826,-189.149964406924,0,0,0
"3105","<leaf>",3,3,2680.16212512681,-44.1296724443631,0,0,0
"1553","<leaf>",2,2,2948.78736127254,105.9767048177,0,0,0
"777","srtm_elevation_500m.na.mean",15,15,376584.267099572,-357.492698409775,0.00145435231742639,4,0
"1554","<leaf>",2,2,43248.0632971065,-482.823689201,0,0,0
"1555","<leaf>",13,13,152501.966112724,-327.249357060917,0,0,0
"389","<leaf>",4,4,133084.109333349,-24.4666420718781,0,0,0
"195","latitude",87,87,1704487.66827409,-74.7662220278275,0.00204905328146355,4,3
"390","longitude",12,12,284041.135546557,-146.553901510014,0.00139509382739632,4,5
"780","<leaf>",4,4,35114.3179939992,-99.520006606665,0,0,0
"781","<leaf>",8,8,75460.7833873898,-176.734052962328,0,0,0
"391","udel_air_temp_v4_01_yearly_mean.2002.mean",75,75,1165667.14832443,-56.1106079148335,0.000869595543501351,4,5
"782","ltdr_yearly_ndvi_mean.2002.mean",68,68,1021707.66451348,-68.948686017684,0.000759531997393244,4,5
"1564","dist_to_all_rivers.na.mean",60,60,773032.23135932,-55.2164326588465,0.000734130439090458,4,0
"3128","accessibility_map.na.mean",53,53,548929.962163743,-41.6469809286872,0.000510570472444508,4,5
"6256","<leaf>",16,16,126804.951243828,-102.743631045476,0.000322434800660619,0,0
"6257","gpw_v3_density.2000.mean",37,37,358640.653611793,-20.0382228145753,0.00049482573827637,4,5
"12514","<leaf>",23,23,171356.899711134,-58.2245820330401,0.000299704203088936,0,0
"12515","dist_to_roads.na.mean",14,14,143721.804223324,38.8922112914155,0.00049482573827637,4,5
"25030","<leaf>",10,10,17855.4581354878,-20.5386173096326,2.25413960232393e-05,0,0
"25031","<leaf>",4,4,46374.9831692014,139.498950665808,0,0,0
"3129","srtm_slope_500m.na.mean",7,7,132820.454791292,-164.427134458367,0.000654998050932529,4,4
"6258","<leaf>",5,5,51080.0284000898,-76.2457338135842,0,0,0
"6259","<leaf>",2,2,297.936968658544,-324.003064309,0,0,0
"1565","udel_precip_v4_01_yearly_mean.2002.mean",8,8,154235.187758448,-193.53353070072,0.000734447900222127,4,3
"3130","<leaf>",2,2,45807.5701749225,-344.6896606135,0,0,0
"3131","<leaf>",6,6,17106.3300467299,-125.094392850302,9.02610865934991e-06,0,0
"783","<leaf>",7,7,35833.9317536986,49.8843151347684,0.000107571201668972,0,0
"49","dist_to_all_rivers.na.mean",6,6,650668.842972104,-309.166154252424,0.00297457942193031,4,5
"98","<leaf>",3,3,271793.248342169,-358.297272704132,0,0,0
"99","<leaf>",3,3,9016.24503008397,-217.135625149449,0,0,0
"25","srtm_elevation_500m.na.mean",16,16,2109966.85721599,-229.537993712397,0.00342497846853341,4,2
"50","srtm_slope_500m.na.mean",13,13,1648745.21130292,-322.679393180367,0.00163707275540005,4,1
"100","<leaf>",11,11,1397580.83598714,-330.897292775691,0,0,0
"101","<leaf>",2,2,47610.6695058511,-575.497661979,0,0,0
"51","<leaf>",3,3,35359.6570127322,22.4743296090146,0,0,0
"13","ltdr_yearly_ndvi_mean.2002.mean",214,214,24645491.299894,29.0871855819349,0.0189843414591819,4,0
"26","<leaf>",4,4,2221352.25275626,-205.32140996689,0,0,0
"27","udel_precip_v4_01_yearly_min.2002.mean",210,210,18854818.7268941,41.5635290503031,0.00876764182717611,4,5
"54","accessibility_map.na.mean",72,72,5384778.29644387,99.2612143781114,0.00876764182717611,4,5
"108","latitude",13,13,346635.370225006,-126.45552781757,0.00162121576441445,4,5
"216","<leaf>",7,7,83097.7165381942,-46.2238730985184,0.000172473478462581,0,0
"217","<leaf>",6,6,61955.6069051406,-301.519116620943,0,0,0
"109","latitude",59,59,3872376.22600578,140.440253142643,0.00663318390694777,4,5
"218","udel_precip_v4_01_yearly_max.2002.mean",10,10,139928.011073496,-77.712245016697,0.000524818300125702,4,5
"436","<leaf>",6,6,54198.5475513227,-132.002600919621,0,0,0
"437","<leaf>",4,4,20473.5306291037,15.5218594891029,0,0,0
"219","longitude",49,49,2907677.80621083,169.458607302518,0.00612460655794634,4,5
"438","<leaf>",5,5,57276.8281885559,-81.0878748067183,0,0,0
"439","gpw_v3_density.2000.mean",44,44,2088867.10154335,189.269139966979,0.00426782067154124,4,5
"878","accessibility_map.na.mean",31,31,1240797.15907676,242.894714735962,0.000752301251256587,4,5
"1756","treecover2000.na.mean",14,14,380379.74650634,263.927861057061,0.000752301251256587,4,5
"3512","<leaf>",3,3,86042.4044771955,152.81851039894,0,0,0
"3513","accessibility_map.na.mean",11,11,184513.78290478,322.454794165596,0.000752301251256587,4,0
"7026","<leaf>",2,2,2792.03268110493,416.171020109,0,0,0
"7027","<leaf>",9,9,85096.0178441481,327.311298401538,0,0,0
"1757","srtm_slope_500m.na.mean",17,17,826334.59483491,296.64715961576,0.000752301251256587,4,5
"3514","<leaf>",12,12,295119.478682155,357.357651208961,0.000518723670662753,0,0
"3515","<leaf>",5,5,394497.970801532,179.807420939332,0,0,0
"879","udel_precip_v4_01_yearly_min.2002.mean",13,13,317408.913163599,73.2284833933081,0.00141492605342561,4,5
"1758","<leaf>",7,7,74865.380681182,-2.03032247872381,0.000232812792906084,0,0
"1759","<leaf>",6,6,66611.5583708376,169.792470895206,0.000358550081734111,0,0
"55","treecover2000.na.mean",138,138,12671838.0430298,6.63675971674088,0.00876764182717611,4,5
"110","srtm_slope_500m.na.mean",107,107,9817165.69125372,-40.0824060752467,0.00876764182717611,4,0
"220","udel_precip_v4_01_yearly_max.2002.mean",105,105,7577880.05480917,-55.6893513701167,0.00823376536981038,4,1
"440","ltdr_yearly_ndvi_mean.2002.mean",100,100,6545990.17021416,-73.9667113967699,0.00823376536981038,4,3
"880","dist_to_roads.na.mean",94,94,4853625.46149448,-54.2418280920349,0.0050552095102845,4,1
"1760","udel_air_temp_v4_01_yearly_mean.2002.mean",6,6,887062.705610687,-258.826882941932,0.00455200715735296,4,5
"3520","<leaf>",4,4,318251.481213457,-359.060128526063,0,0,0
"3521","<leaf>",2,2,2814.43366441481,82.14712036163,0,0,0
"1761","longitude",88,88,3337997.76018048,-36.0762244903959,0.00286968560310799,4,5
"3522","gpw_v3_density.2000.mean",38,38,1367788.53845677,-109.869048438884,0.00284834992497919,4,5
"7044","dist_to_all_rivers.na.mean",19,19,855309.738792996,-145.394794447113,0.0017381890472172,4,5
"14088","<leaf>",6,6,43635.1137089946,-81.5131844973254,9.8198652374484e-05,0,0
"14089","udel_air_temp_v4_01_yearly_min.2002.mean",13,13,595548.114645041,-176.508774895697,0.00109663223298511,4,5
"28178","<leaf>",7,7,398822.558298157,-212.956310123728,0,0,0
"28179","<leaf>",6,6,60370.2513071895,-125.839558213479,9.50178749934777e-05,0,0
"7045","<leaf>",19,19,158314.831837377,0.557237176228089,0.000462206694285413,0,0
"3523","udel_air_temp_v4_01_yearly_min.2002.mean",50,50,1615628.28948026,21.9091468303458,0.00286968560310799,4,5
"7046","accessibility_map.na.mean",26,26,521896.390269828,-58.1982646277244,0.000921480636969882,4,5
"14092","udel_air_temp_v4_01_yearly_min.2002.mean",8,8,185185.181298386,-132.229379202678,0.000921480636969882,4,4
"28184","<leaf>",6,6,52858.1744198519,-221.018573711479,0,0,0
"28185","<leaf>",2,2,4392.61186226101,70.93938885511,0,0,0
"14093","<leaf>",18,18,235491.709796269,-25.6608328863119,0.000462028815928322,0,0
"7047","dist_to_all_rivers.na.mean",24,24,734679.137294319,88.4085739664795,0.0017403550757923,4,5
"14094","<leaf>",11,11,243281.933306552,-3.86578165100534,0.000440035524900343,0,0
"14095","udel_precip_v4_01_yearly_mean.2002.mean",13,13,275001.369450719,175.831259243902,0.000537838494561975,4,5
"28190","<leaf>",6,6,47990.1826042571,251.717200316851,0,0,0
"28191","<leaf>",7,7,160136.322345663,114.291872071921,0.000300459754211788,0,0
"881","<leaf>",6,6,586340.617219956,-336.542900838361,0,0,0
"441","<leaf>",5,5,90340.4052000522,194.519504559867,0,0,0
"221","<leaf>",2,2,933561.523625992,451.2543467095,0,0,0
"111","latitude",31,31,1763689.51202422,140.845626335001,0.00335813635582674,4,5
"222","v4composites_calibrated.2002.mean",16,16,1082757.48544945,235.280216293711,0.00335813635582674,4,1
"444","<leaf>",2,2,250263.560159928,503.751114022,0,0,0
"445","udel_air_temp_v4_01_yearly_max.2002.mean",14,14,239678.079072317,184.588814736837,0.00138257202767303,4,5
"890","<leaf>",4,4,16914.8229342711,16.5850413659035,0,0,0
"891","accessibility_map.na.mean",10,10,50854.1831578212,272.531998337352,7.96906708229424e-05,4,5
"1782","<leaf>",3,3,23295.5414940559,326.653629971914,0,0,0
"1783","<leaf>",7,7,17649.899788377,208.831612917221,0,0,0
"223","srtm_slope_500m.na.mean",15,15,438646.198063322,51.6344244565679,0.00224228563470428,4,5
"446","<leaf>",8,8,62809.5767537326,-42.8068826753681,0.000464384454788413,0,0
"447","<leaf>",7,7,97030.7167321181,141.348481858987,0.000365236718470214,0,0
"7","<leaf>",33,33,2619708.50672273,-265.268435590864,0,0,0
