"","var","n","wt","dev","yval","complexity","ncompete","nsurrogate"
"82","<leaf>",4,4,7920.64760806378,27.3803038677012,0,0,0
"83","<leaf>",3,3,6819.82344070755,36.3292163348799,0,0,0
"21","gpw_v3_density.2000.mean",10,10,40562.5711160171,21.6185947765443,0.000804412639594004,4,5
"42","treecover2000.na.mean",5,5,18707.7341400652,15.9246585559226,0.000263988982323258,4,5
"84","<leaf>",2,2,7344.59455688948,13.32069413043,0,0,0
"85","<leaf>",3,3,10335.7236062006,17.5471697767284,0,0,0
"43","<leaf>",5,5,18724.1517832359,29.0314881446448,0,0,0
"11","treecover2000.na.mean",150,150,86132.9779719413,0.239269748150587,0.00340469077365598,4,3
"22","udel_air_temp_v4_01_yearly_min.2002.mean",130,130,34499.1340084752,-0.672856580165075,0.00130128194577309,4,0
"44","udel_air_temp_v4_01_yearly_min.2002.mean",128,128,23732.6786283859,-0.965610113442467,0.000425921973395906,4,5
"88","udel_precip_v4_01_yearly_mean.2002.mean",97,97,19492.4284422834,-0.0749061626696967,0.000417468577799626,4,5
"176","srtm_slope_500m.na.mean",84,84,14341.3444387097,-0.436421729512627,0.000417468577799626,4,5
"352","treecover2000.na.mean",64,64,3801.31003956393,-0.98183859779552,0.000166376809817615,4,3
"704","<leaf>",8,8,466.418913234682,-7.66488976363472,0,0,0
"705","v4composites_calibrated.2002.mean",56,56,2687.3709491597,0.417074120034753,0.000133637587896293,4,5
"1410","<leaf>",41,41,9.30041735640301,-0.173402400447903,4.57450737808751e-07,0,0
"1411","v4composites_calibrated.2002.mean",15,15,2157.96779220889,1.62891966415792,8.46284619813583e-05,4,0
"2822","gpw_v3_density.2000.mean",13,13,1629.72258236711,1.23311112869058,8.46284619813583e-05,4,5
"5644","<leaf>",7,7,0.78171876746957,-0.201143456879095,0,0,0
"5645","accessibility_map.na.mean",6,6,1095.00846404003,1.44596575357322,3.82525495534776e-05,4,5
"11290","<leaf>",2,2,63.9022757347514,0.9783284419181,0,0,0
"11291","<leaf>",4,4,882.231488212114,1.57803171615572,0,0,0
"2823","<leaf>",2,2,403.448345920184,6.29893071003,0,0,0
"353","udel_air_temp_v4_01_yearly_min.2002.mean",20,20,8742.88386726551,0.995059871131673,0.000244507811298169,4,5
"706","<leaf>",8,8,1276.78225910526,2.31841978699001,0,0,0
"707","udel_precip_v4_01_yearly_min.2002.mean",12,12,7104.73318169171,0.479480687569543,0.000244507811298169,4,5
"1414","<leaf>",8,8,2.33831234440496,-0.298608507150489,2.90474532074016e-07,0,0
"1415","<leaf>",4,4,5560.56847600068,0.849016796814011,0,0,0
"177","wdpa_5km.na.sum",13,13,3698.75129610272,4.78951966801626,0.000302234877590521,4,5
"354","ltdr_yearly_ndvi_mean.2002.mean",7,7,1125.835404726,0.0810849967561489,4.54698200344429e-05,4,5
"708","<leaf>",3,3,118.24377897663,-2.7907589525635,0,0,0
"709","<leaf>",4,4,830.628105671989,2.5515680725011,0,0,0
"355","<leaf>",6,6,1396.65111205583,11.8233921005248,0,0,0
"89","ltdr_yearly_ndvi_mean.2002.mean",31,31,2582.60888395199,-2.25916919651745,0.000129518106907736,4,5
"178","treecover2000.na.mean",24,24,455.597579841323,-0.678886931284067,3.90679204273097e-05,4,5
"356","<leaf>",10,10,222.734768085156,-1.83000564271468,0,0,0
"357","ltdr_yearly_ndvi_mean.2002.mean",14,14,80.8147782323324,0.695342307445447,4.48790860683527e-06,4,2
"714","treecover2000.na.mean",11,11,17.6382083472625,0.159052855846062,1.41036408965382e-06,4,2
"1428","<leaf>",9,9,7.37227740825668,-0.193335338307131,9.63552735851125e-07,0,0
"1429","<leaf>",2,2,4.77694959474689,1.53041180314718,0,0,0
"715","<leaf>",3,3,45.7101250157138,1.70392088148,0,0,0
"179","latitude",7,7,1622.94112976668,-8.00318869169205,0.000129095660462991,4,5
"358","<leaf>",3,3,179.413251534928,-0.27128347007575,0,0,0
"359","<leaf>",4,4,941.10181881607,-11.6219472879758,0,0,0
"45","<leaf>",2,2,5702.0096980366,16.2638072477,0,0,0
"23","udel_air_temp_v4_01_yearly_mean.2002.mean",20,20,38383.1633224442,4.22363196940025,0.000989133404390297,4,5
"46","latitude",8,8,18547.5844746658,1.81928930306165,0.000989133404390297,4,3
"92","<leaf>",2,2,10947.7669507072,2.34986209837,0,0,0
"93","latitude",6,6,977.019457175934,5.866179695457,2.14203701195484e-05,4,4
"186","<leaf>",4,4,577.131229591405,4.46306128865347,0,0,0
"187","<leaf>",2,2,316.522511713117,8.49779269577,0,0,0
"47","<leaf>",12,12,18759.1808792816,7.43524433794254,0,0,0
"3","latitude",86,86,3120091.14782136,12.2780053063395,0.14167197033961,4,5
"6","dist_to_roads.na.mean",64,64,68305.7259596894,2.26621913797921,0.00212295140864967,4,5
"12","srtm_elevation_500m.na.mean",6,6,13496.5492678759,15.6618136000866,0.000882714355457489,4,5
"24","<leaf>",3,3,7382.58110594739,22.6596604913444,0,0,0
"25","<leaf>",3,3,2678.54133494158,7.85570288336547,0,0,0
"13","udel_air_temp_v4_01_yearly_min.2002.mean",58,58,46546.8841658413,0.951068390775741,0.00183964071781966,4,0
"26","<leaf>",3,3,11945.4387331165,17.131537207804,0,0,0
"27","gpw_v3_density.2000.mean",55,55,29886.7557215965,0.276459171691194,0.00183964071781966,4,1
"54","udel_air_temp_v4_01_yearly_max.2002.mean",53,53,9722.68990096005,-0.40565959527428,0.0003816485489138,4,5
"108","treecover2000.na.mean",44,44,1201.93428108743,-1.44017859780888,0.000108260005366844,4,5
"216","<leaf>",7,7,413.616769014275,-6.3340782182127,0,0,0
"217","ltdr_yearly_ndvi_mean.2002.mean",37,37,366.98152220558,0.231565346124903,2.75543378553236e-05,4,5
"434","dist_to_all_rivers.na.mean",6,6,259.348748083607,2.07459410121239,2.75543378553236e-05,4,5
"868","<leaf>",3,3,149.396780908256,2.8032428501866,0,0,0
"869","<leaf>",3,3,2.10931385402036,0.103936632708805,0,0,0
"435","<leaf>",31,31,0.998545125059065,0.0123438411959385,1.30235745035767e-07,0,0
"109","longitude",9,9,7035.42159838207,3.04617290825307,0.000344723164285373,4,2
"218","<leaf>",2,2,524.285319162194,15.7762418641575,0,0,0
"219","dist_to_all_rivers.na.mean",7,7,6494.09935739598,2.32974124487087,0.000344723164285373,4,5
"438","<leaf>",2,2,3816.49667238982,2.64995738626883,0,0,0
"439","<leaf>",5,5,11.3906052750452,0.761127820169807,0,0,0
"55","<leaf>",2,2,10559.3983468697,5.203478853101,0,0,0
"7","<leaf>",22,22,2185510.81552664,21.7986127521094,0,0,0
