"","gef_id","wdpa_id","lat","lon"
"2162","864","315951","106.933586","33.908569"
"2163","864","95751","",""
"2164","864","","",""
"2165","864","","",""
"2166","864","316364","117.034935","24.468422"
"2167","864","","",""
"2168","864","","",""
"2169","864","","",""
"2170","865","17129","",""
"2171","865","17177","",""
"2172","865","313260","",""
"2173","865","2073","",""
"2174","865","703","",""
"2175","865","20347","",""
"2176","865","","",""
"2177","865","","",""
"2178","865","313230","",""
"2179","865","","",""
"2180","865","","",""
"2181","865","","",""
"2182","865","313240","",""
"2183","865","","",""
"2184","865","","",""
"2185","865","","",""
"2186","865","313317","",""
"2187","865","","",""
"2188","865","","",""
"2189","865","","",""
"2190","876","4489","",""
"2191","876","","",""
"2192","876","","",""
"2193","876","","",""
"2194","876","28547","",""
"2195","876","","",""
"2196","876","","",""
"2197","876","","",""
"2198","876","313428","",""
"2199","876","","",""
"2200","876","","",""
"2201","876","","",""
"2202","877","901251","",""
"2203","877","103171","",""
"2204","877","","",""
"2205","877","","",""
"2206","877","903011","",""
"2207","877","107740","",""
"2208","877","","",""
"2209","877","","",""
"2210","877","18071","",""
"2211","877","903006","",""
"2212","877","","",""
"2213","877","","",""
"2214","877","222","",""
"2215","877","","",""
"2216","877","","",""
"2217","877","","",""
"2218","877","20064","",""
"2219","877","","",""
"2220","877","","",""
"2221","877","","",""
"2222","877","101409","",""
"2223","877","","",""
"2224","877","","",""
"2225","877","","",""
"2226","877","108111","",""
"2227","877","","",""
"2228","877","","",""
"2229","877","","",""
"2230","877","166970","",""
"2231","877","","",""
"2232","877","","",""
"2233","877","","",""
"2234","877","306790","",""
"2235","877","","",""
"2236","877","","",""
"2237","877","","",""
"2238","877","306818","",""
"2239","877","","",""
"2240","877","","",""
"2241","877","","",""
"2242","877","901252","",""
"2243","877","","",""
"2244","877","","",""
"2245","877","","",""
"2246","877","902304","-87.333333","18.583333"
"2247","877","","",""
"2248","877","","",""
"2249","877","","",""
"2250","877","903017","",""
"2251","877","","",""
"2252","877","","",""
"2253","877","","",""
"2254","877","555547539","",""
"2255","877","","",""
"2256","877","","",""
"2257","877","","",""
"2258","877","","",""
"2259","877","","",""
"2260","877","","",""
"2261","877","","",""
"2262","878","26087","",""
"2263","878","27598","",""
"2264","878","9011","",""
"2265","878","","",""
"2266","878","1363","",""
"2267","878","899","",""
"2268","878","11142","",""
"2269","878","","",""
"2270","878","11582","",""
"2271","878","902524","",""
"2272","878","68201","",""
"2273","878","","",""
"2274","878","901","",""
"2275","878","","",""
"2276","878","","",""
"2277","878","","",""
"2278","878","1364","",""
"2279","878","","",""
"2280","878","","",""
"2281","878","","",""
"2282","878","1365","",""
"2283","878","","",""
"2284","878","","",""
"2285","878","","",""
"2286","878","2469","",""
"2287","878","","",""
"2288","878","","",""
"2289","878","","",""
"2290","878","3281","",""
"2291","878","","",""
"2292","878","","",""
"2293","878","","",""
"2294","878","","",""
"2295","878","","",""
"2296","878","","",""
"2297","878","","",""
"2298","905","17761","",""
"2299","905","922","",""
"2300","905","","",""
"2301","905","","",""
"2302","905","1441","",""
"2303","905","","",""
"2304","905","","",""
"2305","905","","",""
"2306","905","7633","",""
"2307","905","","",""
"2308","905","","",""
"2309","905","","",""
"2310","905","902985","31.766667","-0.916667"
"2311","905","","",""
"2312","905","","",""
"2313","905","","",""
"2314","905","","",""
"2315","905","","",""
"2316","905","","",""
"2317","905","","",""
"2318","906","805","",""
"2319","906","303694","",""
"2320","906","","",""
"2321","906","","",""
"2322","907","26606","",""
"2323","907","26605","",""
"2324","907","","",""
"2325","907","","",""
"2326","925","141","",""
"2327","925","35218","",""
"2328","925","555555803","",""
"2329","925","","",""
"2330","925","136","",""
"2331","925","","",""
"2332","925","","",""
"2333","925","","",""
"2334","925","139","",""
"2335","925","","",""
"2336","925","","",""
"2337","925","","",""
"2338","925","153","",""
"2339","925","","",""
"2340","925","","",""
"2341","925","","",""
"2342","925","555511940","",""
"2343","925","","",""
"2344","925","","",""
"2345","925","","",""
"2346","925","555511941","",""
"2347","925","","",""
"2348","925","","",""
"2349","925","","",""
"2350","925","","",""
"2351","925","","",""
"2352","925","","",""
"2353","925","","",""
"2354","932","10715","",""
"2355","932","","",""
"2356","932","","",""
"2357","932","","",""
"2358","932","203437","",""
"2359","932","","",""
"2360","932","","",""
"2361","932","","",""
"2362","932","","",""
"2363","932","","",""
"2364","932","","",""
"2365","932","","",""
"2366","939","12467","108.78","27.92"
"2367","939","95706","",""
"2368","939","","",""
"2369","939","","",""
"2370","939","95843","",""
"2371","939","220258","",""
"2372","939","","",""
"2373","939","","",""
"2374","939","95550","",""
"2375","939","","",""
"2376","939","","",""
"2377","939","","",""
"2378","939","95575","",""
"2379","939","","",""
"2380","939","","",""
"2381","939","","",""
"2382","939","95579","",""
"2383","939","","",""
"2384","939","","",""
"2385","939","","",""
"2386","939","95684","",""
"2387","939","","",""
"2388","939","","",""
"2389","939","","",""
"2390","939","95691","",""
"2391","939","","",""
"2392","939","","",""
"2393","939","","",""
"2394","939","95693","",""
"2395","939","","",""
"2396","939","","",""
"2397","939","","",""
"2398","939","220259","98.7","25.533333"
"2399","939","","",""
"2400","939","","",""
"2401","939","","",""
"2402","939","315614","",""
"2403","939","","",""
"2404","939","","",""
"2405","939","","",""
"2406","939","315640","",""
"2407","939","","",""
"2408","939","","",""
"2409","939","","",""
"2410","939","315719","",""
"2411","939","","",""
"2412","939","","",""
"2413","939","","",""
"2414","939","","",""
"2415","939","","",""
"2416","939","","",""
"2417","939","","",""
"2418","942","1332","",""
"2419","942","36534","",""
"2420","942","","",""
"2421","942","","",""
"2422","942","36419","",""
"2423","942","903109","9.85","10.4"
"2424","942","","",""
"2425","942","","",""
"2426","942","819","",""
"2427","942","","",""
"2428","942","","",""
"2429","942","","",""
"2430","942","7860","",""
"2431","942","","",""
"2432","942","","",""
"2433","942","","",""
"2434","945","29807","",""
"2435","945","","",""
"2436","945","","",""
"2437","945","","",""
"2438","945","","",""
"2439","945","","",""
"2440","945","","",""
"2441","945","","",""
"2442","957","303317","",""
"2443","957","","",""
"2444","957","","",""
"2445","957","","",""
"2446","957","303317","",""
"2447","957","","",""
"2448","957","","",""
"2449","957","","",""
"2450","969","1085","",""
"2451","969","27116","",""
"2452","969","4091","",""
"2453","969","","",""
"2454","969","2347","",""
"2455","969","20399","",""
"2456","969","","",""
"2457","969","","",""
"2458","972","101181","29.966667","-1.5"
"2459","972","109095","",""
"2460","972","","",""
"2461","972","","",""
"2462","972","862","",""
"2463","972","","",""
"2464","972","","",""
"2465","972","","",""
"2466","972","","",""
"2467","972","","",""
"2468","972","","",""
"2469","972","","",""
"2470","972","","",""
"2471","972","","",""
"2472","972","","",""
"2473","972","","",""
"2474","984","93579","",""
"2475","984","","",""
"2476","984","","",""
"2477","984","","",""
"2478","1020","35039","",""
"2479","1020","","",""
"2480","1020","","",""
"2481","1020","","",""
"2482","1026","183497","",""
"2483","1026","11778","",""
"2484","1026","184060","",""
"2485","1026","","",""
"2486","1026","555549444","",""
"2487","1026","555547529","41.77","41.26"
"2488","1026","","",""
"2489","1026","","",""
"2490","1026","17643","",""
"2491","1026","","",""
"2492","1026","","",""
"2493","1026","","",""
"2494","1027","166906","",""
"2495","1027","","",""
"2496","1027","","",""
"2497","1027","","",""
"2498","1027","","",""
"2499","1027","","",""
"2500","1027","","",""
"2501","1027","","",""
"2502","1027","","",""
"2503","1027","","",""
"2504","1027","","",""
"2505","1027","","",""
"2506","1027","","",""
"2507","1027","","",""
"2508","1027","","",""
"2509","1027","","",""
"2510","1030","10378","",""
"2511","1030","","",""
"2512","1030","","",""
"2513","1030","","",""
"2514","1030","","",""
"2515","1030","","",""
"2516","1030","","",""
"2517","1030","","",""
"2518","1030","","",""
"2519","1030","","",""
"2520","1030","","",""
"2521","1030","","",""
"2522","1031","10111","",""
"2523","1031","","",""
"2524","1031","","",""
"2525","1031","","",""
"2526","1034","","",""
"2527","1034","","",""
"2528","1034","","",""
"2529","1034","","",""
"2530","1036","1767","",""
"2531","1036","","",""
"2532","1036","","",""
"2533","1036","","",""
"2534","1036","","",""
"2535","1036","","",""
"2536","1036","","",""
"2537","1036","","",""
"2538","1036","","",""
"2539","1036","","",""
"2540","1036","","",""
"2541","1036","","",""
"2542","1042","","",""
"2543","1042","","",""
"2544","1042","","",""
"2545","1042","","",""
"2546","1042","","",""
"2547","1042","","",""
"2548","1042","","",""
"2549","1042","","",""
"2550","1043","61943","",""
"2551","1043","","",""
"2552","1043","","",""
"2553","1043","","",""
"2554","1043","313443","",""
"2555","1043","","",""
"2556","1043","","",""
"2557","1043","","",""
"2558","1045","145808","25.5","57.75"
"2559","1045","555543180","",""
"2560","1045","","",""
"2561","1045","","",""
"2562","1055","62326","",""
"2563","1055","","",""
"2564","1055","","",""
"2565","1055","","",""
"2566","1055","126707","",""
"2567","1055","","",""
"2568","1055","","",""
"2569","1055","","",""
"2570","1055","301881","",""
"2571","1055","","",""
"2572","1055","","",""
"2573","1055","","",""
"2574","1055","","",""
"2575","1055","","",""
"2576","1055","","",""
"2577","1055","","",""
"2578","1055","","",""
"2579","1055","","",""
"2580","1055","","",""
"2581","1055","","",""
"2582","1055","","",""
"2583","1055","","",""
"2584","1055","","",""
"2585","1055","","",""
"2586","1055","","",""
"2587","1055","","",""
"2588","1055","","",""
"2589","1055","","",""
"2590","1055","","",""
"2591","1055","","",""
"2592","1055","","",""
"2593","1055","","",""
"2594","1055","","",""
"2595","1055","","",""
"2596","1055","","",""
"2597","1055","","",""
"2598","1055","","",""
"2599","1055","","",""
"2600","1055","","",""
"2601","1055","","",""
"2602","1056","300543","",""
"2603","1056","116251","",""
"2604","1056","","",""
"2605","1056","","",""
"2606","1056","1985","",""
"2607","1056","116261","",""
"2608","1056","","",""
"2609","1056","","",""
"2610","1056","9081","",""
"2611","1056","300546","",""
"2612","1056","","",""
"2613","1056","","",""
"2614","1056","","",""
"2615","1056","","",""
"2616","1056","","",""
"2617","1056","","",""
"2618","1061","","",""
"2619","1061","","",""
"2620","1061","","",""
"2621","1061","","",""
"2622","1067","31330","",""
"2623","1067","","",""
"2624","1067","","",""
"2625","1067","","",""
"2626","1067","903024","",""
"2627","1067","","",""
"2628","1067","","",""
"2629","1067","","",""
"2630","1067","","",""
"2631","1067","","",""
"2632","1067","","",""
"2633","1067","","",""
"2634","1068","10713","",""
"2635","1068","1711","",""
"2636","1068","201429","",""
"2637","1068","","",""
"2638","1068","201427","",""
"2639","1068","","",""
"2640","1068","","",""
"2641","1068","","",""
"2642","1068","555547592","45.0344","48.5902"
"2643","1068","","",""
"2644","1068","","",""
"2645","1068","","",""
"2646","1068","","",""
"2647","1068","","",""
"2648","1068","","",""
"2649","1068","","",""
"2650","1080","11661","",""
"2651","1080","","",""
"2652","1080","","",""
"2653","1080","","",""
"2654","1086","313445","",""
"2655","1086","313445","",""
"2656","1086","","",""
"2657","1086","","",""
"2658","1092","10903","",""
"2659","1092","900908","-83.7","9.5"
"2660","1092","","",""
"2661","1092","","",""
"2662","1092","","",""
"2663","1092","","",""
"2664","1092","","",""
"2665","1092","","",""
"2666","1092","","",""
"2667","1092","","",""
"2668","1092","","",""
"2669","1092","","",""
"2670","1092","","",""
"2671","1092","","",""
"2672","1092","","",""
"2673","1092","","",""
"2674","1092","","",""
"2675","1092","","",""
"2676","1092","","",""
"2677","1092","","",""
"2678","1092","","",""
"2679","1092","","",""
"2680","1092","","",""
"2681","1092","","",""
"2682","1092","","",""
"2683","1092","","",""
"2684","1092","","",""
"2685","1092","","",""
"2686","1092","","",""
"2687","1092","","",""
"2688","1092","","",""
"2689","1092","","",""
"2690","1092","","",""
"2691","1092","","",""
"2692","1092","","",""
"2693","1092","","",""
"2694","1092","","",""
"2695","1092","","",""
"2696","1092","","",""
"2697","1092","","",""
"2698","1092","","",""
"2699","1092","","",""
"2700","1092","","",""
"2701","1092","","",""
"2702","1092","","",""
"2703","1092","","",""
"2704","1092","","",""
"2705","1092","","",""
"2706","1095","643","",""
"2707","1095","","",""
"2708","1095","","",""
"2709","1095","","",""
"2710","1095","17758","",""
"2711","1095","","",""
"2712","1095","","",""
"2713","1095","","",""
"2714","1095","30674","",""
"2715","1095","","",""
"2716","1095","","",""
"2717","1095","","",""
"2718","1095","30675","",""
"2719","1095","","",""
"2720","1095","","",""
"2721","1095","","",""
"2722","1095","72324","",""
"2723","1095","","",""
"2724","1095","","",""
"2725","1095","","",""
"2726","1095","300342","",""
"2727","1095","","",""
"2728","1095","","",""
"2729","1095","","",""
"2730","1095","303873","",""
"2731","1095","","",""
"2732","1095","","",""
"2733","1095","","",""
"2734","1095","308636","",""
"2735","1095","","",""
"2736","1095","","",""
"2737","1095","","",""
"2738","1097","478353","116.183236","29.139055"
"2739","1097","67859","",""
"2740","1097","95513","",""
"2741","1097","","",""
"2742","1097","478036","",""
"2743","1097","1670","",""
"2744","1097","","",""
"2745","1097","","",""
"2746","1097","95451","",""
"2747","1097","67857","",""
"2748","1097","","",""
"2749","1097","","",""
"2750","1097","315626","",""
"2751","1097","67858","",""
"2752","1097","","",""
"2753","1097","","",""
"2754","1097","17162","",""
"2755","1097","555542696","",""
"2756","1097","","",""
"2757","1097","","",""
"2758","1097","68431","",""
"2759","1097","","",""
"2760","1097","","",""
"2761","1097","","",""
"2762","1097","95450","",""
"2763","1097","","",""
"2764","1097","","",""
"2765","1097","","",""
"2766","1097","146613","",""
"2767","1097","","",""
"2768","1097","","",""
"2769","1097","","",""
"2770","1097","168197","121.06667","27.45"
"2771","1097","","",""
"2772","1097","","",""
"2773","1097","","",""
"2774","1097","208757","",""
"2775","1097","","",""
"2776","1097","","",""
"2777","1097","","",""
"2778","1097","313233","",""
"2779","1097","","",""
"2780","1097","","",""
"2781","1097","","",""
"2782","1097","478037","",""
"2783","1097","","",""
"2784","1097","","",""
"2785","1097","","",""
"2786","1097","902321","",""
"2787","1097","","",""
"2788","1097","","",""
"2789","1097","","",""
"2790","1097","902321","",""
"2791","1097","","",""
"2792","1097","","",""
"2793","1097","","",""
"2794","1097","902321","",""
"2795","1097","","",""
"2796","1097","","",""
"2797","1097","","",""
"2798","1097","903137","",""
"2799","1097","","",""
"2800","1097","","",""
"2801","1097","","",""
"2802","1097","","",""
"2803","1097","","",""
"2804","1097","","",""
"2805","1097","","",""
"2806","1098","555512476","",""
"2807","1098","555512292","",""
"2808","1098","","",""
"2809","1098","","",""
"2810","1098","","",""
"2811","1098","","",""
"2812","1098","","",""
"2813","1098","","",""
"2814","1098","","",""
"2815","1098","","",""
"2816","1098","","",""
"2817","1098","","",""
"2818","1099","220104","",""
"2819","1099","","",""
"2820","1099","","",""
"2821","1099","","",""
"2822","1099","555547589","72.95","5.1333"
"2823","1099","","",""
"2824","1099","","",""
"2825","1099","","",""
"2826","1099","","",""
"2827","1099","","",""
"2828","1099","","",""
"2829","1099","","",""
"2830","1099","","",""
"2831","1099","","",""
"2832","1099","","",""
"2833","1099","","",""
"2834","1099","","",""
"2835","1099","","",""
"2836","1099","","",""
"2837","1099","","",""
"2838","1099","","",""
"2839","1099","","",""
"2840","1099","","",""
"2841","1099","","",""
"2842","1099","","",""
"2843","1099","","",""
"2844","1099","","",""
"2845","1099","","",""
"2846","1099","","",""
"2847","1099","","",""
"2848","1099","","",""
"2849","1099","","",""
"2850","1099","","",""
"2851","1099","","",""
"2852","1099","","",""
"2853","1099","","",""
"2854","1099","","",""
"2855","1099","","",""
"2856","1099","","",""
"2857","1099","","",""
"2858","1099","","",""
"2859","1099","","",""
"2860","1099","","",""
"2861","1099","","",""
"2862","1100","93566","",""
"2863","1100","145578","",""
"2864","1100","900880","",""
"2865","1100","","",""
"2866","1100","166790","",""
"2867","1100","","",""
"2868","1100","","",""
"2869","1100","","",""
"2870","1100","902266","90.583333","49.666667"
"2871","1100","","",""
"2872","1100","","",""
"2873","1100","","",""
"2874","1100","","",""
"2875","1100","","",""
"2876","1100","","",""
"2877","1100","","",""
"2878","1100","","",""
"2879","1100","","",""
"2880","1100","","",""
"2881","1100","","",""
"2882","1100","","",""
"2883","1100","","",""
"2884","1100","","",""
"2885","1100","","",""
"2886","1100","","",""
"2887","1100","","",""
"2888","1100","","",""
"2889","1100","","",""
"2890","1100","","",""
"2891","1100","","",""
"2892","1100","","",""
"2893","1100","","",""
"2894","1100","","",""
"2895","1100","","",""
"2896","1100","","",""
"2897","1100","","",""
"2898","1101","12215","",""
"2899","1101","145549","",""
"2900","1101","98158","",""
"2901","1101","","",""
"2902","1101","258","",""
"2903","1101","10747","",""
"2904","1101","","",""
"2905","1101","","",""
"2906","1101","258","",""
"2907","1101","10747","",""
"2908","1101","","",""
"2909","1101","","",""
"2910","1101","2175","",""
"2911","1101","","",""
"2912","1101","","",""
"2913","1101","","",""
"2914","1101","3370","",""
"2915","1101","","",""
"2916","1101","","",""
"2917","1101","","",""
"2918","1101","127825","",""
"2919","1101","","",""
"2920","1101","","",""
"2921","1101","","",""
"2922","1101","","",""
"2923","1101","","",""
"2924","1101","","",""
"2925","1101","","",""
"2926","1104","863","",""
"2927","1104","5190","",""
"2928","1104","","",""
"2929","1104","","",""
"2930","1104","9148","",""
"2931","1104","","",""
"2932","1104","","",""
"2933","1104","","",""
"2934","1107","1308","",""
"2935","1107","313264","",""
"2936","1107","303303","",""
"2937","1107","303304","",""
"2938","1107","1309","",""
"2939","1107","","",""
"2940","1107","","",""
"2941","1107","","",""
"2942","1124","313125","",""
"2943","1124","","",""
"2944","1124","","",""
"2945","1124","","",""
"2946","1124","313160","",""
"2947","1124","","",""
"2948","1124","","",""
"2949","1124","","",""
"2950","1125","642","",""
"2951","1125","","",""
"2952","1125","","",""
"2953","1125","","",""
"2954","1126","95476","",""
"2955","1126","","",""
"2956","1126","","",""
"2957","1126","","",""
"2958","1126","95968","",""
"2959","1126","","",""
"2960","1126","","",""
"2961","1126","","",""
"2962","1126","315728","",""
"2963","1126","","",""
"2964","1126","","",""
"2965","1126","","",""
"2966","1126","315905","131.118118","46.857674"
"2967","1126","","",""
"2968","1126","","",""
"2969","1126","","",""
"2970","1126","316224","133.866592","46.301792"
"2971","1126","","",""
"2972","1126","","",""
"2973","1126","","",""
"2974","1126","316661","132.277176","47.180008"
"2975","1126","","",""
"2976","1126","","",""
"2977","1126","","",""
"2978","1126","","",""
"2979","1126","","",""
"2980","1126","","",""
"2981","1126","","",""
"2982","1128","316655","129.553436","48.232914"
"2983","1128","95655","",""
"2984","1128","","",""
"2985","1128","","",""
"2986","1128","168197","121.06667","27.45"
"2987","1128","96144","",""
"2988","1128","","",""
"2989","1128","","",""
"2990","1128","95615","",""
"2991","1128","900682","",""
"2992","1128","","",""
"2993","1128","","",""
"2994","1128","478322","114.870511","28.537086"
"2995","1128","","",""
"2996","1128","","",""
"2997","1128","","",""
"2998","1133","2171","15.38","44.5"
"2999","1133","15606","",""
"3000","1133","","",""
"3001","1133","","",""
"3002","1133","1058","",""
"3003","1133","","",""
"3004","1133","","",""
"3005","1133","","",""
"3006","1133","2016","",""
"3007","1133","","",""
"3008","1133","","",""
"3009","1133","","",""
"3010","1133","2518","",""
"3011","1133","","",""
"3012","1133","","",""
"3013","1133","","",""
"3014","1133","5606","",""
"3015","1133","","",""
"3016","1133","","",""
"3017","1133","","",""
"3018","1139","2574","",""
"3019","1139","3027","-8.406","7.646"
"3020","1139","29067","",""
"3021","1139","","",""
"3022","1139","","",""
"3023","1139","","",""
"3024","1139","","",""
"3025","1139","","",""
"3026","1144","1968","",""
"3027","1144","555512162","",""
"3028","1144","67725","",""
"3029","1144","2102","",""
"3030","1145","2079","",""
"3031","1145","708","",""
"3032","1145","68012","",""
"3033","1145","","",""
"3034","1145","2075","",""
"3035","1145","17154","",""
"3036","1145","313261","",""
"3037","1145","","",""
"3038","1145","17157","",""
"3039","1145","","",""
"3040","1145","","",""
"3041","1145","","",""
"3042","1145","68012","",""
"3043","1145","","",""
"3044","1145","","",""
"3045","1145","","",""
"3046","1148","62611","",""
"3047","1148","","",""
"3048","1148","","",""
"3049","1148","","",""
"3050","1148","62644","81","45.866667"
"3051","1148","","",""
"3052","1148","","",""
"3053","1148","","",""
"3054","1148","100018","",""
"3055","1148","","",""
"3056","1148","","",""
"3057","1148","","",""
"3058","1148","","",""
"3059","1148","","",""
"3060","1148","","",""
"3061","1148","","",""
"3062","1148","","",""
"3063","1148","","",""
"3064","1148","","",""
"3065","1148","","",""
"3066","1161","","",""
"3067","1161","","",""
"3068","1161","","",""
"3069","1161","","",""
"3070","1163","200018","",""
"3071","1163","200010","",""
"3072","1163","","",""
"3073","1163","","",""
"3074","1163","204273","179.76337","67.42993"
"3075","1163","","",""
"3076","1163","","",""
"3077","1163","","",""
"3078","1163","","",""
"3079","1163","","",""
"3080","1163","","",""
"3081","1163","","",""
"3082","1163","","",""
"3083","1163","","",""
"3084","1163","","",""
"3085","1163","","",""
"3086","1167","875","",""
"3087","1167","","",""
"3088","1167","","",""
"3089","1167","","",""
"3090","1170","19297","",""
"3091","1170","","",""
"3092","1170","","",""
"3093","1170","","",""
"3094","1170","39975","",""
"3095","1170","","",""
"3096","1170","","",""
"3097","1170","","",""
"3098","1170","127827","",""
"3099","1170","","",""
"3100","1170","","",""
"3101","1170","","",""
"3102","1170","","",""
"3103","1170","","",""
"3104","1170","","",""
"3105","1170","","",""
"3106","1170","","",""
"3107","1170","","",""
"3108","1170","","",""
"3109","1170","","",""
"3110","1173","941","",""
"3111","1173","4322","",""
"3112","1173","17719","",""
"3113","1173","","",""
"3114","1173","4487","",""
"3115","1173","13962","",""
"3116","1173","","",""
"3117","1173","","",""
"3118","1173","","",""
"3119","1173","","",""
"3120","1173","","",""
"3121","1173","","",""
"3122","1174","32564","11.25","33.25"
"3123","1174","903071","11.25","33.25"
"3124","1174","","",""
"3125","1174","","",""
"3126","1174","15196","11.2","34.73333"
"3127","1174","","",""
"3128","1174","","",""
"3129","1174","","",""
"3130","1174","15199","10.83","33.67"
"3131","1174","","",""
"3132","1174","","",""
"3133","1174","","",""
"3134","1174","365018","",""
"3135","1174","","",""
"3136","1174","","",""
"3137","1174","","",""
"3138","1174","","",""
"3139","1174","","",""
"3140","1174","","",""
"3141","1174","","",""
"3142","1175","34804","",""
"3143","1175","","",""
"3144","1175","","",""
"3145","1175","","",""
"3146","1175","40002","",""
"3147","1175","","",""
"3148","1175","","",""
"3149","1175","","",""
"3150","1176","","",""
"3151","1176","","",""
"3152","1176","","",""
"3153","1176","","",""
"3154","1177","1691","",""
"3155","1177","209779","",""
"3156","1177","1691","",""
"3157","1177","","",""
"3158","1177","209640","",""
"3159","1177","209569","91.56743","53.12389"
"3160","1177","10718","",""
"3161","1177","","",""
"3162","1177","200356","",""
"3163","1177","200324","",""
"3164","1177","200323","",""
"3165","1177","","",""
"3166","1177","68519","",""
"3167","1177","68519","",""
"3168","1177","","",""
"3169","1177","","",""
"3170","1177","68519","",""
"3171","1177","198345","",""
"3172","1177","","",""
"3173","1177","","",""
"3174","1177","67722","",""
"3175","1177","199820","",""
"3176","1177","","",""
"3177","1177","","",""
"3178","1177","67722","",""
"3179","1177","199820","",""
"3180","1177","","",""
"3181","1177","","",""
"3182","1177","200323","",""
"3183","1177","200324","",""
"3184","1177","","",""
"3185","1177","","",""
"3186","1177","1691","",""
"3187","1177","209779","",""
"3188","1177","","",""
"3189","1177","","",""
"3190","1177","","",""
"3191","1177","900880","",""
"3192","1177","","",""
"3193","1177","","",""
"3194","1177","1694","",""
"3195","1177","","",""
"3196","1177","","",""
"3197","1177","","",""
"3198","1177","11830","",""
"3199","1177","","",""
"3200","1177","","",""
"3201","1177","","",""
"3202","1177","199793","",""
"3203","1177","","",""
"3204","1177","","",""
"3205","1177","","",""
"3206","1177","199795","",""
"3207","1177","","",""
"3208","1177","","",""
"3209","1177","","",""
"3210","1177","200331","",""
"3211","1177","","",""
"3212","1177","","",""
"3213","1177","","",""
"3214","1177","200332","",""
"3215","1177","","",""
"3216","1177","","",""
"3217","1177","","",""
"3218","1177","200335","",""
"3219","1177","","",""
"3220","1177","","",""
"3221","1177","","",""
"3222","1177","200378","86.56764","49.82553"
"3223","1177","","",""
"3224","1177","","",""
"3225","1177","","",""
"3226","1177","200403","",""
"3227","1177","","",""
"3228","1177","","",""
"3229","1177","","",""
"3230","1177","200404","",""
"3231","1177","","",""
"3232","1177","","",""
"3233","1177","","",""
"3234","1177","200511","",""
"3235","1177","","",""
"3236","1177","","",""
"3237","1177","","",""
"3238","1177","201742","",""
"3239","1177","","",""
"3240","1177","","",""
"3241","1177","","",""
"3242","1177","202826","41.06021","56.79975"
"3243","1177","","",""
"3244","1177","","",""
"3245","1177","","",""
"3246","1177","206583","47.57207","51.96973"
"3247","1177","","",""
"3248","1177","","",""
"3249","1177","","",""
"3250","1177","209576","",""
"3251","1177","","",""
"3252","1177","","",""
"3253","1177","","",""
"3254","1177","900882","",""
"3255","1177","","",""
"3256","1177","","",""
"3257","1177","","",""
"3258","1177","","",""
"3259","1177","","",""
"3260","1177","","",""
"3261","1177","","",""
"3262","1177","","",""
"3263","1177","","",""
"3264","1177","","",""
"3265","1177","","",""
"3266","1177","","",""
"3267","1177","","",""
"3268","1177","","",""
"3269","1177","","",""
"3270","1177","","",""
"3271","1177","","",""
"3272","1177","","",""
"3273","1177","","",""
"3274","1177","","",""
"3275","1177","","",""
"3276","1177","","",""
"3277","1177","","",""
"3278","1177","","",""
"3279","1177","","",""
"3280","1177","","",""
"3281","1177","","",""
"3282","1177","","",""
"3283","1177","","",""
"3284","1177","","",""
"3285","1177","","",""
"3286","1177","","",""
"3287","1177","","",""
"3288","1177","","",""
"3289","1177","","",""
"3290","1177","","",""
"3291","1177","","",""
"3292","1177","","",""
"3293","1177","","",""
"3294","1177","","",""
"3295","1177","","",""
"3296","1177","","",""
"3297","1177","","",""
"3298","1177","","",""
"3299","1177","","",""
"3300","1177","","",""
"3301","1177","","",""
"3302","1177","","",""
"3303","1177","","",""
"3304","1177","","",""
"3305","1177","","",""
"3306","1177","","",""
"3307","1177","","",""
"3308","1177","","",""
"3309","1177","","",""
"3310","1177","","",""
"3311","1177","","",""
"3312","1177","","",""
"3313","1177","","",""
"3314","1177","","",""
"3315","1177","","",""
"3316","1177","","",""
"3317","1177","","",""
"3318","1177","","",""
"3319","1177","","",""
"3320","1177","","",""
"3321","1177","","",""
"3322","1177","","",""
"3323","1177","","",""
"3324","1177","","",""
"3325","1177","","",""
"3326","1177","","",""
"3327","1177","","",""
"3328","1177","","",""
"3329","1177","","",""
"3330","1177","","",""
"3331","1177","","",""
"3332","1177","","",""
"3333","1177","","",""
"3334","1177","","",""
"3335","1177","","",""
"3336","1177","","",""
"3337","1177","","",""
"3338","1177","","",""
"3339","1177","","",""
"3340","1177","","",""
"3341","1177","","",""
"3342","1177","","",""
"3343","1177","","",""
"3344","1177","","",""
"3345","1177","","",""
"3346","1177","","",""
"3347","1177","","",""
"3348","1177","","",""
"3349","1177","","",""
"3350","1177","","",""
"3351","1177","","",""
"3352","1177","","",""
"3353","1177","","",""
"3354","1177","","",""
"3355","1177","","",""
"3356","1177","","",""
"3357","1177","","",""
"3358","1177","","",""
"3359","1177","","",""
"3360","1177","","",""
"3361","1177","","",""
"3362","1177","","",""
"3363","1177","","",""
"3364","1177","","",""
"3365","1177","","",""
"3366","1177","","",""
"3367","1177","","",""
"3368","1177","","",""
"3369","1177","","",""
"3370","1177","","",""
"3371","1177","","",""
"3372","1177","","",""
"3373","1177","","",""
"3374","1183","145807","104.05","12.883333"
"3375","1183","10118","",""
"3376","1183","","",""
"3377","1183","","",""
"3378","1183","313448","",""
"3379","1183","","",""
"3380","1183","","",""
"3381","1183","","",""
"3382","1183","313449","",""
"3383","1183","","",""
"3384","1183","","",""
"3385","1183","","",""
