"","var","n","wt","dev","yval","complexity","ncompete","nsurrogate"
"1","srtm_slope_500m.na.mean",324,324,431511834.212954,-1.2589214844809,0.113934423629969,4,3
"2","accessibility_map.na.mean",299,299,111735844.346236,-6.14537230582845,0.0522725106864117,4,1
"4","udel_precip_v4_01_yearly_mean.2002.mean",295,295,17524935.1451851,-7.7708105533344,0.00106644115256753,4,5
"8","udel_precip_v4_01_yearly_mean.2002.mean",215,215,13173868.2750679,-3.11474912441908,0.00106644115256753,4,1
"16","udel_air_temp_v4_01_yearly_min.2002.mean",200,200,2635808.83179257,-3.87388243175395,0.000710066553990185,4,0
"32","udel_air_temp_v4_01_yearly_min.2002.mean",197,197,2054020.14928387,-4.12597384729324,0.000157312317842653,4,5
"64","udel_precip_v4_01_yearly_max.2002.mean",106,106,1447452.33847163,-2.12483473063189,0.000157312317842653,4,5
"128","ltdr_yearly_ndvi_mean.2002.mean",85,85,22874.6387185151,-2.5998280583974,6.58253349891941e-06,4,2
"256","udel_air_temp_v4_01_yearly_min.2002.mean",75,75,19932.64370902,-0.867739850564874,6.58253349891941e-06,4,0
"512","v4composites_calibrated.2002.mean",71,71,16052.2463647537,-0.933447162020153,6.58253349891941e-06,4,1
"1024","treecover2000.na.mean",66,66,2599.90860312218,-1.0228880663109,1.09039192504793e-06,4,4
"2048","longitude",59,59,572.101993087851,-0.883147694119614,3.40706559939507e-07,4,5
"4096","treecover2000.na.mean",51,51,243.882626366616,-0.999598502725795,2.03116153685929e-07,4,5
"8192","udel_air_temp_v4_01_yearly_min.2002.mean",43,43,36.4060395217376,-0.0184011643426308,1.84109896903013e-08,4,5
"16384","dist_to_all_rivers.na.mean",34,34,2.13672045201025,-0.0286940925257511,9.58818654289412e-10,4,5
"32768","udel_precip_v4_01_yearly_mean.2002.mean",26,26,1.97906654930962,-0.00043393469315642,9.58818654289412e-10,4,1
"65536","<leaf>",23,23,0.000108857082655392,-0.00139452692112122,1.08097267223181e-13,0,0
"65537","<leaf>",3,3,1.23496974216438,0.0087233328641457,0,0,0
"32769","<leaf>",8,8,0.0741586603831796,-0.0805751614022473,9.49165071570037e-11,0,0
"16385","v4composites_calibrated.2002.mean",9,9,30.1068528021412,0.0604578754263256,1.84109896903013e-08,4,1
"32770","<leaf>",2,2,17.2091570351443,0.135776448596,0,0,0
"32771","udel_air_temp_v4_01_yearly_max.2002.mean",7,7,1.17104217270765,0.0146757651491553,1.04857066483103e-09,4,5
"65542","<leaf>",2,2,0.69549851361345,0.0189886371393,0,0,0
"65543","<leaf>",5,5,0.0230730082110692,0.0197676505121666,0,0,0
"8193","<leaf>",8,8,119.829562809583,-3.79296384581925,0,0,0
"4097","udel_air_temp_v4_01_yearly_min.2002.mean",8,8,181.200454113353,1.46433082752116,1.04614126002384e-07,4,5
"8194","<leaf>",4,4,79.2510512544154,1.7767353597139,0,0,0
"8195","<leaf>",4,4,56.8071694630639,1.13844809463022,0,0,0
"2049","udel_air_temp_v4_01_yearly_max.2002.mean",7,7,1557.2895904459,2.59794083630845,4.21126209194212e-07,4,4
"4098","srtm_elevation_500m.na.mean",5,5,759.039159264656,1.08329929634158,4.21126209194212e-07,4,5
"8196","<leaf>",3,3,169.698992623895,-2.15270533459598,0,0,0
"8197","<leaf>",2,2,407.238301555071,7.12787909836,0,0,0
"4099","<leaf>",2,2,616.910410337849,5.809545223365,0,0,0
"1025","<leaf>",5,5,8520.91343027251,1.17346403174236,0,0,0
"513","<leaf>",4,4,1929.63722354467,5.24553965717775,0,0,0
"257","udel_air_temp_v4_01_yearly_mean.2002.mean",10,10,1302.85614991492,-10.6505778015315,5.11843690165652e-07,4,5
"514","<leaf>",5,5,995.375177866295,-16.2142305119098,0,0,0
"515","<leaf>",5,5,86.614362474921,-5.26378255129186,0,0,0
"129","<leaf>",21,21,1290427.16104093,1.18555905423993,0,0,0
"65","<leaf>",91,91,604954.095891277,-2.55244667956483,0,0,0
"33","<leaf>",3,3,275386.561383122,19.878357962604,0,0,0
"17","<leaf>",15,15,9759630.02046081,6.0707446600506,0,0,0
"9","<leaf>",80,80,4209132.33728249,-1.07656791615733,0,0,0
"5","<leaf>",4,4,71654702.2358408,25.7763808908179,0,0,0
"3","<leaf>",25,25,270611937.746155,27.5553103003969,0,0,0
