"","dist_to_all_rivers.na.mean","dist_to_roads.na.mean","srtm_elevation_500m.na.mean","srtm_slope_500m.na.mean","accessibility_map.na.mean","gpw_v3_density.2000.mean","wdpa_5km.na.sum","treecover2000.na.mean","latitude","longitude","udel_precip_v4_01_yearly_max.2002.mean","udel_precip_v4_01_yearly_min.2002.mean","udel_precip_v4_01_yearly_mean.2002.mean","udel_air_temp_v4_01_yearly_max.2002.mean","udel_air_temp_v4_01_yearly_min.2002.mean","udel_air_temp_v4_01_yearly_mean.2002.mean","v4composites_calibrated.2002.mean","ltdr_yearly_ndvi_mean.2002.mean","treatment","tot.forest.km.outcome","propensity","ML.prop","transOutcome","transProp","tree.pred","GEF_ID","Title"
"4",2119.4611816406,25318.916015625,4120.6228991597,8.3379640579,3127.784,1.088914156,0,0,36.0000578,96,36.65,0,9.7291666667,14.45,-13.15,1.6104166667,0,692.641723633,1,-314.159265358979,5.21069559649994e-05,5.21069559649994e-05,-6029123.35869327,5.21069559649994e-05,-100.453717602829,956,"PRC-GEF Partnership: Land Degradation in Dryland Ecosystems: Project I-Capacity Building to Combat Land Degradation"
"6",1602.0749511719,7198.4921875,1154.6334033614,4.1818180084,486.138,35.0173835754,0,21.870046125,36.0000578,109,151.8,2.55,48.1708333333,23.4,-4.35,10.8208333333,0,2293.19970703,1,-178.185158499054,0.00027385795202783,0.00027385795202783,-650648.108552812,0.00027385795202783,88.9347795118358,956,"PRC-GEF Partnership: Land Degradation in Dryland Ecosystems: Project I-Capacity Building to Combat Land Degradation"
